Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Andie Anastos	F	Sr	38	16	26	42	1.1053	8	16	4	5	3	1
Makenna Newkirk	F	So	35	15	24	39	1.1143	7	14	5	6	0	0
Megan Keller	D	Jr	34	10	29	39	1.1471	27	54	2	1	1	0
Delaney Belinskas	F	Fr	38	16	17	33	0.8684	7	14	3	6	0	0
Caitrin Lonergan	F	Fr	36	15	18	33	0.9167	12	24	3	5	1	0
Kenzie Kent	F	Jr	38	9	17	26	0.6842	4	8	1	4	2	0
Kristyn Capizzano	F	Sr	38	14	10	24	0.6316	7	22	3	3	2	1
Kali Flanagan	D	Jr	38	5	14	19	0.5000	2	4	0	1	0	0
Grace Bizal	D	So	27	2	13	15	0.5556	8	16	0	1	0	1
Erin Connolly	F	So	38	8	6	14	0.3684	30	63	2	5	0	0
Toni Ann Miano	D	Jr	14	3	11	14	1.0000	10	20	0	0	0	0
Haley McLean	F	Sr	34	4	9	13	0.3824	8	16	2	0	1	0
Ryan Little	F	So	38	4	4	8	0.2105	3	6	1	0	0	0
Bridget McCarthy	F	Fr	38	3	4	7	0.1842	8	16	1	1	0	0
Serena Sommerfield	D	So	37	1	5	6	0.1622	4	8	0	0	0	0
Caroline Ross	D	Fr	35	1	3	4	0.1143	13	26	0	0	0	0
Katie Burt	G	Jr	36	0	3	3	0.0833	2	4	0	0	0	0
Kate Annese	F	Fr	27	1	1	2	0.0741	6	12	0	0	0	0
Tori Sullivan	F	Jr	2	0	1	1	0.5000	1	2	0	0	0	0
Molly Slowe	F	So	31	0	1	1	0.0323	0	0	0	0	0	0
Molly Barrow	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Kathleen McNamara	D	So	22	0	0	0	0.0000	0	0	0	0	0	0
Rachel Moore	F	Fr	36	0	0	0	0.0000	2	4	0	0	0	0
Gabriella Switaj	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
