Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Natalie Darwitz	F	Jr	40	42	72	114	2.8500	9	9	5	1
Krissy Wendell	F	Jr	40	43	61	104	2.6000	9	14	7	0
Kelly Stephens	F	Sr	40	33	43	76	1.9000	5	16	2	0
Lyndsay Wall	D	So	39	14	34	48	1.2308	0	12	0	0
Bobbi Ross	F	Fr	40	15	18	33	0.8250	2	10	2	0
Erica McKenzie	F	Fr	36	12	9	21	0.5833	2	3	0	1
Andrea Nichols	F	So	40	10	8	18	0.4500	2	3	2	0
Chelsey Brodt	D	Jr	40	4	13	17	0.4250	0	1	0	0
Ashley Albrecht	D	Jr	40	4	12	16	0.4000	2	1	0	0
Becky Wacker	F	So	36	5	7	12	0.3333	2	0	1	0
Allie Sanchez	F/D	Jr	39	2	8	10	0.2564	1	0	0	0
Liz Palkie	F	Fr	40	3	5	8	0.2000	0	0	0	0
Anya Miller	D	Fr	39	2	5	7	0.1795	0	0	0	0
Noelle Sutton	F	Sr	34	2	5	7	0.2059	0	0	0	0
Jenelle Philipczyk	F	Fr	40	2	4	6	0.1500	1	0	0	0
Maggie Souba	F/D	So	35	1	3	4	0.1143	1	0	0	0
Krista Johnson	F/D	Jr	31	1	2	3	0.0968	0	0	0	0
Stacy Troumbly	D	Sr	36	2	0	2	0.0556	0	1	0	1
Whitney Graft	F	Fr	31	0	1	1	0.0323	0	0	0	0
Jody Horak	G	Sr	28	0	0	0	0.0000	0	0	0	0
Brenda Reinen	G	Sr	12	0	0	0	0.0000	0	0	0	0
