Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Laura Stypulkowski	F	So	27	12	10	22	0.8148	1	2	2	0
Nicole Guimond	F	Sr	27	12	8	20	0.7407	2	3	0	0
Ann Katz	F	Jr	27	7	12	19	0.7037	3	1	0	0
Katie Deschneau	F	Jr	27	9	9	18	0.6667	2	0	0	0
Josefin Pettersson	F	Fr	17	7	6	13	0.7647	1	2	0	0
Kirsten Olson	F	Sr	27	4	5	9	0.3333	0	0	1	0
Bobee Jo Lang	D	So	25	2	7	9	0.3600	1	1	0	0
Abby Randall	D	Fr	27	3	5	8	0.2963	0	0	0	0
Blair Carlson	F	Fr	27	3	5	8	0.2963	2	0	0	0
Dagney Johnson	D	So	27	2	6	8	0.2963	1	1	0	0
Leah Erickson	D	So	25	2	4	6	0.2400	0	0	0	0
Brittany Northagen	F	Fr	27	1	2	3	0.1111	0	0	0	0
Ellen Doyle	D	Jr	17	0	2	2	0.1176	0	0	0	0
Taimi Tuomie	F	Jr	26	0	2	2	0.0769	0	0	0	0
Kari Stahl	F	Fr	10	1	0	1	0.1000	1	0	0	0
Kelly Holland	D	Fr	27	0	1	1	0.0370	0	0	0	0
Anne Gilbertson	F	Fr	13	0	1	1	0.0769	0	0	0	0
Becky Neitzke	D	So	27	0	1	1	0.0370	0	0	0	0
Tanna Tuomie	F	Fr	3	0	1	1	0.3333	0	0	0	0
Michelle Horrigan	D	Fr	16	0	0	0	0.0000	0	0	0	0
Jennifer Hanson	F	Fr	19	0	0	0	0.0000	0	0	0	0
Molly O'Donnell	G	Jr	14	0	0	0	0.0000	0	0	0	0
Anne Kautzer	G	So	18	0	0	0	0.0000	0	0	0	0
