Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nicole McDonald	F	Fr	23	17	8	25	1.0870	4	4	1	0
Sarah Daniel	F	Jr	26	14	11	25	0.9615	2	2	1	2
Jamie-Lynn Stewart	F	Fr	24	9	11	20	0.8333	2	1	0	0
Melanie Guillemette	D	Fr	25	6	14	20	0.8000	1	0	1	0
Julie Welte	F	Sr	26	6	11	17	0.6538	1	1	0	0
Emily Donowick	F	Fr	24	8	5	13	0.5417	3	1	2	0
Jaime Jacquard-Sowa	F	Fr	26	7	6	13	0.5000	2	1	0	0
Brooke Thompson	F	So	26	7	4	11	0.4231	0	2	0	0
Kari Rabatin	D	Sr	24	3	6	9	0.3750	1	1	0	0
Melissa Boik	D	Fr	26	2	7	9	0.3462	0	2	0	0
Kelly Barbera	D	So	26	1	6	7	0.2692	1	0	0	0
Jennifer Onksen	F	Sr	24	2	2	4	0.1667	0	0	0	0
Ellen McNamara	D	So	26	0	4	4	0.1538	0	0	0	0
Laura Menken	D	Fr	26	0	4	4	0.1538	0	0	0	0
Ciara Libaridian	D	Jr	26	1	1	2	0.0769	0	1	0	0
Holly O'Donohue	F/D	Jr	26	1	0	1	0.0385	1	0	0	0
Allison Malcolm	D	Sr	18	0	1	1	0.0556	0	0	0	0
Katie Temple	F	Sr	25	0	0	0	0.0000	0	0	0	0
Rosina Schiff	G	Sr	14	0	0	0	0.0000	0	0	0	0
Ashley Mayr	G	Fr	8	0	0	0	0.0000	0	0	0	0
Emily Ford	G	Fr	6	0	0	0	0.0000	0	0	0	0
