Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Laura Anning	F	Fr	24	20	16	36	1.5000	3	6	0	0
Rebecca Julian	F	Fr	24	15	11	26	1.0833	3	5	0	0
Amanda Comeau	F/D	Fr	20	6	13	19	0.9500	0	2	0	0
Heather Nickerson	F/D	Fr	23	6	9	15	0.6522	2	1	0	0
Nicole Crocker	F	Fr	24	6	7	13	0.5417	3	2	0	0
Colette Finley	F	Fr	24	5	8	13	0.5417	0	2	0	0
Laura Clemson	F	Fr	24	7	4	11	0.4583	1	4	0	0
Lauren Goethals	D	So	24	1	10	11	0.4583	0	0	0	0
Marissa Mullane	D	So	24	0	6	6	0.2500	0	0	0	0
Lindsay Tedeschi	F	Jr	17	4	1	5	0.2941	1	0	1	0
Caitlin Leahy	D	Sr	24	2	3	5	0.2083	0	1	0	0
Lindsay Barada	F	Sr	24	2	1	3	0.1250	0	0	0	0
MaryClaire McGovern	F	So	21	0	3	3	0.1429	0	0	0	0
Caroline Voyles	D	So	24	0	2	2	0.0833	0	0	0	0
Victoria Work	D	So	24	1	0	1	0.0417	1	0	0	0
Jennifer Caruso	F	Fr	17	1	0	1	0.0588	1	0	0	0
Lauren Bizzari	F	Fr	23	0	0	0	0.0000	0	0	0	0
Margaret Chute	F	So	24	0	0	0	0.0000	0	0	0	0
Genevieve Triganne	G	So	21	0	0	0	0.0000	0	0	0	0
Shelley Payne	G	Fr	2	0	0	0	0.0000	0	0	0	0
Lacey Brown	G	Fr	7	0	0	0	0.0000	0	0	0	0
