Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Katie Zimmerman	F	Sr	25	21	9	30	1.2000	5	10	5	7	0	2
Nikki Haskins	F	Jr	25	14	8	22	0.8800	7	14	2	2	2	1
Abby Runyon	F	Sr	25	6	8	14	0.5600	4	8	2	3	0	0
Hannah Bartlett	F	Fr	25	2	12	14	0.5600	8	16	1	0	0	0
Hannah Jaiven	D	Jr	25	6	6	12	0.4800	13	26	1	2	0	0
Jill Tokarczyk	D	Jr	25	4	8	12	0.4800	5	10	1	0	0	0
Naomi Woolfenden	D	Fr	25	3	8	11	0.4400	4	8	0	2	0	0
Megan Fitzgerald	F	Fr	25	6	3	9	0.3600	8	16	0	2	0	0
Gigi Fraser	F	Jr	25	2	7	9	0.3600	5	10	0	0	0	0
Stephanie Lang	F	Jr	14	5	3	8	0.5714	1	2	1	2	0	0
Julia Beaty	D	Sr	25	0	4	4	0.1600	4	8	0	0	0	0
Casey Brown	F	Fr	18	0	3	3	0.1667	0	0	0	0	0	0
Alycia Racicot	F	Fr	24	1	1	2	0.0833	2	4	0	0	0	0
Courtney Power	D	So	25	0	2	2	0.0800	1	2	0	0	0	0
Ianthe Lekometros	F	Fr	25	0	2	2	0.0800	8	16	0	0	0	0
Julia Williams	D	Jr	17	0	1	1	0.0588	2	4	0	0	0	0
Grace Murphy	F	Fr	14	0	1	1	0.0714	0	0	0	0	0	0
Sarah Schuchardt	G	So	2	0	1	1	0.5000	0	0	0	0	0	0
Emily Baxter	F	Sr	25	0	1	1	0.0400	3	6	0	0	0	0
Tori Bogen	G	Jr	3	0	0	0	0.0000	1	2	0	0	0	0
Becca Hazlett	G	Sr	23	0	0	0	0.0000	0	0	0	0	0	0
Emily Rubinstein	D	Fr	24	0	0	0	0.0000	0	0	0	0	0	0
