Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meaghen Toland	F	So	22	6	7	13	0.5909	0	1	0	0
Courtney Caulfield	F	So	22	5	6	11	0.5000	0	1	0	0
Jillian Egan	F	Fr	21	4	5	9	0.4286	0	0	1	0
Jennifer Murray	D	So	20	6	2	8	0.4000	1	1	0	0
Danielle Darisse	F	So	21	5	3	8	0.3810	0	0	0	0
Nicole Cote	F	Jr	20	2	6	8	0.4000	1	0	1	0
Katie Jo Hallowell	C	Fr	22	1	7	8	0.3636	0	0	0	0
Rebecca Goncarovs	D	Fr	19	2	1	3	0.1579	0	0	0	0
Julie Lenahan	F	Sr	21	2	0	2	0.0952	0	0	0	0
Nora Connolly	F	Fr	20	1	1	2	0.1000	0	0	0	0
Laura Quincy	F	So	19	1	1	2	0.1053	0	0	0	0
Sara Peterson	F	Jr	22	0	2	2	0.0909	0	0	0	0
Shannon Ryan	F	Fr	22	1	0	1	0.0455	0	0	0	0
Sarah Kuecher	G	Fr	10	0	1	1	0.1000	0	0	0	0
Cristina Marfuggi	F	Jr	17	0	1	1	0.0588	0	0	0	0
Cara Judd	D	Jr	18	0	1	1	0.0556	0	0	0	0
Kristin Suslowicz	G	So	15	0	0	0	0.0000	0	0	0	0
Darcie Ouellette	F	So	13	0	0	0	0.0000	0	0	0	0
Michelle Lavoie	D	Jr	3	0	0	0	0.0000	0	0	0	0
Erika Milliun	F	Jr	11	0	0	0	0.0000	0	0	0	0
Dana Alan	F	Fr	6	0	0	0	0.0000	0	0	0	0
Ashely James	F	Fr	6	0	0	0	0.0000	0	0	0	0
Jennifer Dunnirvine	G	So	6	0	0	0	0.0000	0	0	0	0
