Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nicole Corriero	F	Fr	31	32	30	62	2.0000	5	9	0	1
Kalen Ingram	LW	Jr	31	14	34	48	1.5484	3	5	0	0
Tracy Catlin	RW	Jr	31	12	14	26	0.8387	2	5	0	0
Pamela Van Reesema	D	Jr	31	6	18	24	0.7742	2	4	0	0
Jamie Hagerman	D	Jr	31	4	19	23	0.7419	1	0	0	0
Lauren McAuliffe	F	So	31	9	13	22	0.7097	1	4	0	1
Katherine Sweet	F	Fr	31	11	8	19	0.6129	0	3	0	0
Mina Pell	F	So	29	6	7	13	0.4483	2	0	0	0
Ashley Banfield	D	Fr	20	3	9	12	0.6000	0	1	0	0
Ali Crum	F	Fr	31	5	1	6	0.1935	2	0	1	0
Vanessa Bazzocchi	RW	Sr	31	1	4	5	0.1613	0	0	0	0
Emily Haigh	D	Fr	31	2	2	4	0.1290	0	0	0	0
Sarah Holbrook	F	Fr	31	2	2	4	0.1290	0	0	0	0
Louise Chim	D	Fr	31	0	2	2	0.0645	0	0	0	0
Alison Kuusisto	G	Sr	21	0	0	0	0.0000	0	0	0	0
Emily Smith	G	So	1	0	0	0	0.0000	0	0	0	0
Jessica Ruddock	G	So	9	0	0	0	0.0000	0	0	0	0
