Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jessica Temesy	F	So	29	16	26	42	1.4483	5	5	1	0
Stephanie Burlton	W	Fr	29	13	25	38	1.3103	0	5	0	0
Cherie Stewart	F	Jr	26	22	15	37	1.4231	3	0	0	0
Jennifer Mulick	F/D	Jr	29	21	15	36	1.2414	3	5	0	0
Amanda Zimecki	F	Sr	28	18	14	32	1.1429	3	3	0	0
Melissa Hawkins	F	Sr	29	8	17	25	0.8621	4	1	0	1
Jesse Garner	F	So	28	12	9	21	0.7500	0	1	0	0
Ashley Trimble	D	So	29	3	18	21	0.7241	0	1	0	0
Nicole Stephens	D	Sr	28	8	12	20	0.7143	0	2	0	0
Nicole Blais	F	Jr	24	9	9	18	0.7500	2	1	0	1
Kim Hayden	D	Jr	29	4	14	18	0.6207	1	1	0	0
Jami Grasby	F	So	19	6	8	14	0.7368	0	0	0	1
Darcie Jarvis	F	Fr	29	4	8	12	0.4138	2	0	0	0
Amy Quirion	F	So	4	5	6	11	2.7500	0	0	0	0
Anna Schimelpfenig	F	Fr	29	2	7	9	0.3103	0	0	0	0
Lisa-Marie Simard	D	So	25	3	3	6	0.2400	0	0	0	0
Heidi Boulanger	F	So	22	2	4	6	0.2727	0	0	0	0
Meredith Callinan	F	Sr	24	1	4	5	0.2083	0	0	0	0
Ali Annunziato	F	Sr	10	1	3	4	0.4000	0	0	0	0
Erin McAllister	F	So	23	1	2	3	0.1304	0	0	0	0
Kayleigh Fauss	D	Fr	5	0	2	2	0.4000	0	0	0	0
Renee Kirnan	G	Sr	14	0	1	1	0.0714	0	0	0	0
Lindsey Holmes	G	Fr	3	0	0	0	0.0000	0	0	0	0
Nicole Elliott	G	Jr	16	0	0	0	0.0000	0	0	0	0
