Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Margot Fleming	F	Jr	25	17	12	29	1.1600	2	4	3	1	1	3
Nicole Stumpf	F	Sr	25	19	8	27	1.0800	8	16	2	2	1	1
Alison Umland	F	Sr	25	0	15	15	0.6000	6	12	0	0	0	0
Devyn Hotho	F	So	25	4	7	11	0.4400	2	4	0	2	0	0
Katie Moeller	F	Jr	25	7	3	10	0.4000	2	4	1	1	0	1
Kira Clunis	F	Jr	25	4	6	10	0.4000	8	16	2	0	0	0
Alana Patrick	D	Jr	25	2	6	8	0.3200	8	16	0	0	0	0
Shea Noerenberg	D	So	25	4	2	6	0.2400	1	2	1	3	0	0
Courtney Nelson	D	So	25	1	5	6	0.2400	11	22	0	1	0	0
Caroline Ponessa	D	So	25	1	5	6	0.2400	21	42	0	1	0	0
Tara Reyelts	F	Jr	20	3	2	5	0.2500	1	2	1	1	0	1
Sara Lind	D	Fr	24	1	3	4	0.1667	6	12	0	0	0	0
Kelly McGarvey	F	Fr	19	0	4	4	0.2105	0	0	0	0	0	0
Lisa Tuuri	F	Jr	24	2	1	3	0.1250	9	18	1	0	0	1
Lauren Bazzachini	F	So	22	2	0	2	0.0909	2	4	0	0	0	1
Anna Bartz	D	Fr	17	1	1	2	0.1176	2	4	0	0	0	0
Jessica Pate	F	Fr	19	1	1	2	0.1053	1	2	0	0	0	0
Melina Lamer	D	Sr	24	0	1	1	0.0417	8	16	0	0	0	0
Sam Ubl	G	So	16	0	0	0	0.0000	2	4	0	0	0	0
Ali McKeever	G	So	15	0	0	0	0.0000	0	0	0	0	0	0
Tala Gallaga	F	So	22	0	0	0	0.0000	0	0	0	0	0	0
Jenn Bazzachini	F	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
