Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Erin Kegley	F	So	23	25	14	39	1.6957	5	6	1	1
Amy Kachinske	F	Sr	25	9	11	20	0.8000	1	0	0	0
Lindsay Bennett	F	So	25	6	11	17	0.6800	2	0	0	0
Jamie Cincotta	F	Fr	25	8	8	16	0.6400	2	2	0	0
Hally Sharrow	F	Fr	25	4	10	14	0.5600	1	2	0	0
Vi Theofylatos	F	So	24	7	6	13	0.5417	1	3	0	0
Nadine Aubin	D	Jr	25	6	6	12	0.4800	0	3	0	1
Ashley Jenkins	F	So	24	4	7	11	0.4583	1	0	1	0
Tara Evoy	D	Jr	25	1	8	9	0.3600	1	1	0	0
Rae Hannah	F	Fr	20	5	3	8	0.4000	0	0	0	0
Gina Baranzelli	F	Fr	22	3	3	6	0.2727	0	1	0	0
Caitlin Jarrett	D	So	25	2	4	6	0.2400	1	0	0	0
Gretchen Dahl	F	Jr	19	2	3	5	0.2632	0	1	0	0
Kyla Thibideau	F	So	21	1	2	3	0.1429	0	0	0	0
Tera Morris	F	So	20	0	3	3	0.1500	0	0	0	0
Brittany Arendt	D	Fr	23	1	1	2	0.0870	0	0	0	0
Rae Lundberg	D	Jr	25	0	1	1	0.0400	0	0	0	0
Mo Wagner	D	So	7	0	1	1	0.1429	0	0	0	0
Susie Crabb	D	So	11	0	0	0	0.0000	0	0	0	0
Samantha Simpson	D	Fr	13	0	0	0	0.0000	0	0	0	0
Elyse Dowdell	G	So	6	0	0	0	0.0000	0	0	0	0
Megan Lutz	D	Fr	9	0	0	0	0.0000	0	0	0	0
Kristy Faechner	G	Jr	19	0	0	0	0.0000	0	0	0	0
