Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Michelle Chee	F	So	25	14	16	30	1.2000	3	2	2	0
Britney McKenna	F	Fr	25	11	10	21	0.8400	0	5	1	0
Kelley McCarthy	D	So	25	5	16	21	0.8400	0	2	0	0
Emmy Handy	F	Jr	25	7	10	17	0.6800	0	5	1	0
Alexandra Schmidt	D	Jr	25	6	9	15	0.6000	2	2	0	0
Lacey Rose	F	Fr	25	6	3	9	0.3600	1	0	0	0
Elizabeth Johnson	F	Sr	25	1	8	9	0.3600	0	0	0	0
Emilie Wiggin	F	Fr	25	3	4	7	0.2800	1	0	0	0
Erin Fitzgerald	F	Jr	24	1	6	7	0.2917	1	1	0	0
Hadley Gleason	F	Fr	25	3	3	6	0.2400	0	0	0	0
Kara Douglas	F/D	Jr	25	2	3	5	0.2000	0	0	0	0
Megan Fallon	F	Jr	17	1	4	5	0.2941	0	1	0	0
Marissa Powers	F	So	25	0	4	4	0.1600	0	0	0	0
Alyssa Rautenberg	D	Fr	25	0	2	2	0.0800	0	0	0	0
Jennifer Perrone	D	So	8	0	1	1	0.1250	0	0	0	0
Helen McCarthy	G	Jr	11	0	0	0	0.0000	0	0	0	0
Rebecca Aberle	D	Jr	25	0	0	0	0.0000	0	0	0	0
Rosemary McGuirk	F	So	25	0	0	0	0.0000	0	0	0	0
Lila Claghorn	F	Jr	17	0	0	0	0.0000	0	0	0	0
Isabel Iwachiw	G	Fr	14	0	0	0	0.0000	0	0	0	0
