Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sarah Parsons	F	Fr	32	14	36	50	1.5625	1	7	0	0
Gillian Apps	F	Sr	31	30	16	46	1.4839	8	8	2	1
Katie Weatherston	F	Sr	26	23	14	37	1.4231	5	13	2	0
Cherie Piper	F	Sr	23	10	27	37	1.6087	2	1	1	1
Shannon Bowman	F	So	34	10	17	27	0.7941	1	2	1	0
Jenna Cunningham	F	Fr	34	15	7	22	0.6471	2	6	1	0
Caroline Ethier	F	Sr	34	14	8	22	0.6471	2	6	0	0
Maggie Kennedy	F	So	34	8	13	21	0.6176	2	4	1	0
Julia Bronson	D	So	34	1	17	18	0.5294	0	1	0	0
Nicole Ruta	F	Jr	34	4	9	13	0.3824	1	3	0	0
Sarah Newnam	D	So	33	3	10	13	0.3939	0	2	0	0
Meredith Batcheller	F/D	Sr	34	3	8	11	0.3235	2	1	1	0
Sarah Toupal	F	Fr	34	4	4	8	0.2353	0	1	0	0
Katie Gray	D	So	34	2	6	8	0.2353	1	0	0	0
Marley McMillan	F	So	34	3	2	5	0.1471	0	1	0	0
Carrie Thompson	F	Jr	34	1	3	4	0.1176	0	0	0	0
Sue Schmitz	D	Fr	34	1	2	3	0.0882	0	0	0	0
Amy Cobb	D	Jr	34	0	3	3	0.0882	0	0	0	0
Carli Clemis	G	So	30	0	0	0	0.0000	0	0	0	0
Mariel Lacina	G	Fr	1	0	0	0	0.0000	0	0	0	0
Sarah Kennedy	G	Fr	4	0	0	0	0.0000	0	0	0	0
