Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Erin Kegley	F	Fr	23	23	17	40	1.7391	3	6	2	0
Lindsay Bennett	F	Fr	27	13	18	31	1.1481	2	3	0	0
Amy Kachinske	F	Jr	27	14	10	24	0.8889	3	3	2	0
Vi Theofylatos	F	Fr	27	11	7	18	0.6667	3	2	0	0
Ashley Jenkins	F	Fr	27	3	15	18	0.6667	2	0	2	1
Kyla Thibideau	F	Fr	27	5	12	17	0.6296	3	2	0	1
Heidi Watson	F	Fr	27	6	10	16	0.5926	1	1	0	1
Mary Jane McCormick	F	Fr	27	8	5	13	0.4815	0	1	0	0
Nadine Aubin	D	So	27	1	9	10	0.3704	0	0	0	0
Tera Morris	F	Fr	27	4	4	8	0.2963	1	1	1	0
Tara Evoy	D	So	27	3	5	8	0.2963	0	1	1	1
Katie King	D	Fr	27	1	6	7	0.2593	0	0	0	0
Gretchen Dahl	F	So	27	1	6	7	0.2593	0	0	0	0
Susie Crabb	D	Fr	27	2	3	5	0.1852	1	0	0	0
Mo Wagner	D	Fr	27	2	2	4	0.1481	0	0	0	0
Caitlin Jarrett	D	Fr	27	2	2	4	0.1481	0	0	0	0
Rae Lundberg	D	So	27	2	1	3	0.1111	0	0	0	0
Liz Korbol	G	Fr	1	0	0	0	0.0000	0	0	0	0
Kristy Faechner	G	So	22	0	0	0	0.0000	0	0	0	0
Elyse Dowdell	G	Fr	4	0	0	0	0.0000	0	0	0	0
Marianne Bortolin	D	Jr	19	0	0	0	0.0000	0	0	0	0
