Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lauren Kolak	F	Jr	24	11	5	16	0.6667	11	22	2	1	0	1
Caroline Kivisto	F	Sr	27	8	7	15	0.5556	8	16	2	1	2	1
Briita Nelson	F	So	27	7	8	15	0.5556	10	20	2	3	0	0
Wendy Roberts	F	So	27	9	5	14	0.5185	6	12	2	1	0	3
Sarina Goos	F	Fr	27	4	10	14	0.5185	3	6	1	2	0	1
Erin Harper	D	Sr	27	2	12	14	0.5185	6	12	0	1	0	0
Erika Geary	F	Fr	27	2	9	11	0.4074	8	16	1	0	0	0
Natalie Simons	F	So	27	1	8	9	0.3333	5	10	0	0	1	1
Hadley Cookson	F	Sr	26	7	1	8	0.3077	4	8	1	1	1	0
Kirsten Olson	F	Fr	27	3	3	6	0.2222	2	4	1	0	0	0
Megan O'Brian	F	Jr	12	2	3	5	0.4167	7	14	0	0	0	0
Abby Larson	F	Fr	16	1	2	3	0.1875	11	22	1	0	0	0
Jill Larson	F	Sr	24	1	2	3	0.1250	1	2	0	0	0	0
Karly Vohden	D	Jr	27	0	3	3	0.1111	0	0	0	0	0	0
Allie Fischer	F	Sr	25	2	0	2	0.0800	2	4	2	0	0	0
Hannah Williams	D	Jr	27	0	2	2	0.0741	3	6	0	0	0	0
Megan Niblock	D	Jr	23	1	0	1	0.0435	1	2	0	0	0	0
Kelsey Johnston	D	Sr	25	0	0	0	0.0000	1	2	0	0	0	0
Brooke Weber	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Hannah Zimmerman	D	Fr	27	0	0	0	0.0000	6	12	0	0	0	0
Maggie Straka	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Michelle Klimstra	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
