Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Carolyn Fauteux	F	Fr	19	9	11	20	1.0526	2	3	2	0
Lindsay Parsons	F	Jr	18	8	9	17	0.9444	1	2	0	0
Jill McCann	F	Fr	18	8	7	15	0.8333	4	2	0	0
Samantha May	F	Fr	19	6	7	13	0.6842	1	1	2	0
Kristin Gauthier	F	Fr	19	9	3	12	0.6316	2	1	1	0
Gabrielle Ward	D	Sr	19	4	7	11	0.5789	0	2	0	1
Chelsea Ward			15	2	9	11	0.7333	0	0	1	0
Melissa Pacitti	C	Sr	18	5	5	10	0.5556	0	2	1	0
Jill Gray	LW	Sr	19	5	4	9	0.4737	0	0	0	0
Jessica McAllister	F/D	Fr	18	3	5	8	0.4444	0	0	0	0
Kim Porcelli	D	Jr	19	1	6	7	0.3684	0	0	0	0
Katie Neuman	F	So	16	4	2	6	0.3750	0	0	0	0
Allison Tyndall	F	Fr	9	3	2	5	0.5556	0	0	0	0
Nichelle Simon	D	Sr	18	4	0	4	0.2222	0	2	0	0
Melissa Singleton	W	Sr	16	2	2	4	0.2500	0	0	0	0
Kaitlin Hein			15	0	4	4	0.2667	0	0	0	0
Amanda Falls	F	Fr	18	1	2	3	0.1667	0	0	0	0
Kristina Johnson	F/D	Fr	19	0	2	2	0.1053	0	0	0	0
Mary Zupan	D	Fr	14	0	2	2	0.1429	0	0	0	0
Lauren Voran	G	Jr	12	0	1	1	0.0833	0	0	0	0
Kelly Ranstead	F	So	7	0	1	1	0.1429	0	0	0	0
Melissa Sanfilippo	G	Sr	2	0	0	0	0.0000	0	0	0	0
Amanda Harich	D	Jr	5	0	0	0	0.0000	0	0	0	0
Michelle Gressett	F	Jr	3	0	0	0	0.0000	0	0	0	0
Teresa White	G	Fr	8	0	0	0	0.0000	0	0	0	0
Karen DiSantis	F	Jr	1	0	0	0	0.0000	0	0	0	0
