Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jenna Ouellette	F	Sr	27	11	16	27	1.0000	8	16	2	5	0	1
Taryn Peacock	F	Sr	30	7	15	22	0.7333	19	38	0	3	0	0
Lexie Hoffmeyer	F/D	Sr	30	4	15	19	0.6333	22	55	1	2	0	0
Jennie Gallo	F	Jr	27	7	8	15	0.5556	10	20	0	4	0	0
Myriam Croussette	F	So	31	6	5	11	0.3548	3	6	1	2	0	0
Brittany Dougherty	F	Fr	28	3	6	9	0.3214	5	10	0	1	0	0
Jessica Bond	D	So	30	1	8	9	0.3000	14	28	0	0	0	0
Amy Stech	F	Sr	31	3	5	8	0.2581	8	16	0	0	0	0
Abby Barton	F	Sr	29	5	2	7	0.2414	11	22	1	0	0	0
Dawn Sullivan	F	So	31	3	4	7	0.2258	3	6	0	1	0	0
Jordan Colliton	F	Jr	23	3	3	6	0.2609	2	4	0	0	0	0
Dominique Goutsis	F	So	31	3	2	5	0.1613	16	32	0	1	0	0
Ashley Norum	D	So	30	2	2	4	0.1333	14	28	0	1	0	0
Melissa Gagnon	D	So	26	1	3	4	0.1538	7	14	0	1	0	0
Brianne Kilgour	F	Fr	4	2	1	3	0.7500	3	6	1	0	0	0
Darcia Leimgruber	F	Fr	6	1	1	2	0.3333	4	8	0	0	0	0
Kaitlin Zeek	F	Jr	29	1	1	2	0.0690	0	0	0	0	0	0
Brittany Ott	G	Fr	20	0	2	2	0.1000	0	0	0	0	0	0
Chloe Tinkler	D	Fr	31	0	2	2	0.0645	6	12	0	0	0	0
Elyce Thomas	D	Sr	31	0	1	1	0.0323	16	32	0	0	0	0
Danielle Cyr	F	Jr	27	0	0	0	0.0000	1	2	0	0	0	0
Candice Currier	G	So	12	0	0	0	0.0000	0	0	0	0	0	0
Madelene Eriksson	D	Jr	22	0	0	0	0.0000	1	2	0	0	0	0
