Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Courtney Wittig	F	Fr	25	14	4	18	0.7200	3	6	4	2	1	0
Emily Everson	F	Jr	25	3	11	14	0.5600	7	14	0	0	0	0
Jill Schneider	F	Fr	23	5	4	9	0.3913	11	22	1	1	1	1
Sarah Bier	D	Jr	25	2	6	8	0.3200	15	30	0	0	0	0
Jessie Meluch	F	Jr	25	5	2	7	0.2800	12	24	2	3	0	0
Alexis Peterson	F	Fr	25	2	5	7	0.2800	2	4	0	0	0	0
Rian Lennon	D	Jr	25	2	3	5	0.2000	10	20	0	0	0	0
Hailey Miller	F	Fr	25	3	1	4	0.1600	2	4	0	1	0	0
Paige Johnson	F	So	25	2	2	4	0.1600	12	24	0	0	0	0
Nicole Niemi	D	Fr	25	1	2	3	0.1200	6	12	0	1	0	0
Abbey Dokken	F	Fr	23	1	2	3	0.1304	3	6	0	0	0	0
Sheila Blower	F	Fr	25	1	2	3	0.1200	5	10	0	0	0	0
Ellie Deans	D	So	25	0	3	3	0.1200	5	10	0	0	0	0
Amanda Siiro	D	Jr	25	0	2	2	0.0800	2	4	0	0	0	0
Kelly Leslie	F	Sr	25	1	0	1	0.0400	1	2	0	0	0	0
Paige Picard	D	Jr	25	1	0	1	0.0400	14	39	0	1	0	0
Stephanie Kaye	F	Sr	25	0	0	0	0.0000	2	15	0	0	0	0
Lindsey Strainis	G	Fr	14	0	0	0	0.0000	0	0	0	0	0	0
Sydney Cihak	F	So	1	0	0	0	0.0000	0	0	0	0	0	0
Maddy Dixon	G	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Ali Glazer	G	Sr	14	0	0	0	0.0000	0	0	0	0	0	0
Kiri Kaste	F	Fr	13	0	0	0	0.0000	0	0	0	0	0	0
