Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Anna Siliciano	F	Jr	25	14	13	27	1.0800	3	1	1	0
Andrea Snow	F	Sr	25	6	5	11	0.4400	0	2	0	0
Frances Jacobus-Parker	F	Jr	25	4	7	11	0.4400	0	0	0	0
Meghan Frederico	F	Jr	25	1	10	11	0.4400	0	0	0	0
Natasha Clauson	D	Sr	25	2	6	8	0.3200	0	1	0	0
Jaime Wendel	D	Fr	25	6	1	7	0.2800	3	0	0	0
Molly Adams	F/D	Fr	25	3	4	7	0.2800	2	1	0	0
Jenna Bonczewski	F	So	25	4	2	6	0.2400	0	1	0	0
Jessica Pearce	D	So	25	1	4	5	0.2000	0	0	0	0
Danielle Bugge	F	Fr	25	2	1	3	0.1200	1	0	1	0
Emily Titterton	D	So	25	0	2	2	0.0800	0	0	0	0
Megan Willey	D	Fr	25	0	1	1	0.0400	0	0	0	0
Meredith Katz	G	Fr	16	0	1	1	0.0625	0	0	0	0
Elizabeth Courtney	G	Sr	19	0	0	0	0.0000	0	0	0	0
