Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tanaya Reitz	F	Sr	25	21	28	49	1.9600	6	4	2	0
Maureen Hardwick	F	Sr	25	11	31	42	1.6800	4	4	0	0
Jackie Carroll	F	Fr	27	21	19	40	1.4815	4	5	1	0
Ashley Andrews	F	Jr	26	11	21	32	1.2308	0	1	0	0
Ashley Reinhardt	F	So	26	13	10	23	0.8846	2	3	0	0
Melanie Drake	F/D	Sr	26	12	9	21	0.8077	3	5	0	0
Courtney Sekevitch	F	So	26	6	12	18	0.6923	0	0	2	0
Allison Turgeon	F	Jr	26	4	14	18	0.6923	0	4	0	0
Stephanie Couzin	F	Fr	26	8	5	13	0.5000	1	1	0	0
Katie Jaeger	D	Fr	26	5	8	13	0.5000	1	0	2	0
Jackie Foley	D	Sr	27	2	10	12	0.4444	0	1	0	0
Maria Richardson	F	Jr	20	5	3	8	0.4000	0	0	0	0
Allison O'Hara	D	Sr	21	2	5	7	0.3333	0	1	0	0
Sue Heinmiller	F	Sr	26	1	6	7	0.2692	0	0	0	0
Maggie Toft	D	Jr	27	1	4	5	0.1852	0	0	0	0
Holly Noble	F	So	27	2	2	4	0.1481	0	1	0	0
Anne Schema	F	Jr	12	1	2	3	0.2500	0	0	0	0
Natalie Casas	D	So	20	0	2	2	0.1000	0	0	0	0
Morgan Betker	F	Fr	5	1	0	1	0.2000	0	1	0	0
Erin Shepet	D	So	2	1	0	1	0.5000	0	0	0	0
Susan Hosford	F	Sr	11	1	0	1	0.0909	0	0	0	0
Katie Hopkins	D	Fr	3	0	1	1	0.3333	0	0	0	0
Katie Jetland	G	Jr	15	0	0	0	0.0000	0	0	0	0
Lauren McCormick	D	Fr	9	0	0	0	0.0000	0	0	0	0
Kelly Reddin	F	Fr	16	0	0	0	0.0000	0	0	0	0
Becky Kilpatrick	G	Sr	13	0	0	0	0.0000	0	0	0	0
