Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Molly Morrison	F	Fr	34	7	6	13	0.3824	0	0	2	5	0	0
Brittany Nelson	F	So	34	6	7	13	0.3824	11	22	1	0	2	1
Celeste Doucet	F	Fr	34	5	7	12	0.3529	7	14	1	2	0	0
Teddy Fortin	F	Fr	34	5	7	12	0.3529	7	14	1	1	0	0
Kate Lesniak	D	Sr	34	6	4	10	0.2941	11	22	0	0	1	0
Sarah Smiddy	F	Jr	34	6	4	10	0.2941	14	28	0	1	0	1
Chelsea Furlani	F	So	33	5	5	10	0.3030	4	8	1	0	1	0
Saleah Morrison	D	Fr	34	3	7	10	0.2941	13	26	0	2	0	0
Melanie Greene	D	So	32	3	4	7	0.2188	12	24	0	1	0	1
Peggy Wakeham	F/D	Fr	31	2	5	7	0.2258	11	22	0	2	0	0
Jackie Thode	D	So	34	0	7	7	0.2059	19	38	0	0	0	0
Karen Sentoff	F	Sr	34	2	3	5	0.1471	7	14	0	1	1	0
Jul Sifers	F	Fr	30	1	4	5	0.1667	9	18	0	0	0	0
Caroline Donahue	F	Sr	34	2	2	4	0.1176	3	6	1	0	0	0
Hannah Westbrook	D	Fr	33	0	4	4	0.1212	4	8	0	0	0	0
Stephanie Tewksbury	F	Sr	8	2	1	3	0.3750	0	0	0	0	0	0
Sarah Ellins	F	Fr	18	2	1	3	0.1667	3	6	1	0	0	0
Jessica Murphy	F	Jr	16	0	2	2	0.1250	4	8	0	0	0	0
Kristi Anderson	F	Sr	27	1	0	1	0.0370	13	26	0	0	0	0
Kristen Olychuck	G	So	31	1	0	1	0.0323	0	0	0	0	0	1
Bryanna Verley	D	Fr	13	0	1	1	0.0769	3	6	0	0	0	0
Lindsey Cashman	F	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Danielle Ramirez	D	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Kari Furlani	F	Jr	4	0	0	0	0.0000	3	6	0	0	0	0
Ashley Walenty	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
Frankie Williams	D	Sr	20	0	0	0	0.0000	5	10	0	0	0	0
