Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amy Petersen	F	Jr	37	8	21	29	0.7838	5	10	2	2	1	0
Laura Bowman	F	Jr	37	17	8	25	0.6757	10	20	3	6	0	0
Hannah Bramm	F	Sr	35	9	6	15	0.4286	8	16	0	0	0	0
Shannon Yoxheimer	F	Sr	37	8	5	13	0.3514	5	10	1	1	0	0
Victoria Samuelsson	F	Fr	36	1	12	13	0.3611	3	6	0	0	0	0
Bella Sutton	D	So	37	4	8	12	0.3243	15	30	1	3	0	0
Hannah England	F	Fr	32	2	5	7	0.2188	3	6	0	0	0	0
Emily Laurenzi	F	Sr	37	2	5	7	0.1892	4	8	0	0	0	0
Remi Martin	D	So	34	2	5	7	0.2059	9	18	1	1	0	0
Kelly Seward	D	Jr	35	0	6	6	0.1714	9	18	0	0	0	0
Micayla Catanzariti	F	Sr	34	4	1	5	0.1471	13	26	0	0	0	1
Hannah Hoenshell	F	Sr	13	3	1	4	0.3077	0	0	3	1	0	0
Kelsey Crow	D	Fr	25	2	2	4	0.1600	2	4	1	1	0	0
Jordin Pardoski	D	Sr	37	2	1	3	0.0811	10	20	0	0	0	0
Sarah Nielsen	F	Jr	37	0	3	3	0.0811	9	18	0	0	0	0
Aly Hardy	F	So	9	0	2	2	0.2222	0	0	0	0	0	0
Jeanette Bateman	F/D	Sr	31	0	2	2	0.0645	5	10	0	0	0	0
Meike Meilleur	F	Fr	24	0	2	2	0.0833	2	4	0	0	0	0
Paige Jahnke	D	Sr	30	0	2	2	0.0667	4	8	0	0	0	0
Christi Vetter	F	So	13	1	0	1	0.0769	0	0	0	0	0	0
Jill Holdcroft	F	Sr	36	0	1	1	0.0278	8	16	0	0	0	0
Sarah Wilkie	D	Sr	7	0	1	1	0.1429	1	2	0	0	0	0
Stephanie Walkom	D	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Irene Kiroplis	D/F	So	12	0	0	0	0.0000	0	0	0	0	0	0
Celine Whitlinger	G	Sr	22	0	0	0	0.0000	0	0	0	0	0	0
Hannah Ehresmann	G	So	15	0	0	0	0.0000	0	0	0	0	0	0
