Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jessica Link	F	So	32	20	19	39	1.2188	3	5	2	0
Karen Thatcher	F	Fr	32	12	23	35	1.0938	3	0	2	1
Kim Insalaco	F	Sr	32	9	23	32	1.0000	1	0	0	1
Courtney Johnson	F	Sr	32	12	13	25	0.7813	1	0	0	0
Amy McLaughlin	D	So	32	6	15	21	0.6563	1	1	0	0
Keaton Zucker	F	Fr	32	11	8	19	0.5938	2	3	0	0
Katie Guay	F	So	32	8	10	18	0.5625	0	1	0	0
Cassie Turner	D	Sr	29	8	8	16	0.5517	0	3	1	0
Kerry Nugent	F	So	32	4	12	16	0.5000	0	0	0	0
Katie Lafleur	D	Jr	32	6	8	14	0.4375	1	2	0	0
Myria Heinhuis	D	Fr	32	0	9	9	0.2813	0	0	0	0
Ashlee Drover	D	Fr	30	2	6	8	0.2667	0	0	0	0
Margaret Ramsay	F	Fr	29	5	2	7	0.2414	1	1	0	0
Lindsey Glennon	F	Fr	28	3	4	7	0.2500	0	1	0	0
Kelly Sheridan	F	Jr	32	1	5	6	0.1875	0	0	0	0
Mandy McCurdy	D	Sr	31	0	6	6	0.1935	0	0	0	0
Jenny Rice	F/D	Sr	17	1	3	4	0.2353	0	0	0	0
Marguerite McDonald	D	Jr	31	1	3	4	0.1290	1	0	0	0
Sarah Crowley	F	Jr	13	1	0	1	0.0769	0	0	0	0
Kate Kenny	F/D	Sr	7	0	1	1	0.1429	0	0	0	0
Pam Dreyer	G	Sr	30	0	0	0	0.0000	0	0	0	0
Larissa Ezzio	F	Fr	6	0	0	0	0.0000	0	0	0	0
Katie Germain	G	Jr	6	0	0	0	0.0000	0	0	0	0
Mara Delaroche	F/D	Fr	3	0	0	0	0.0000	0	0	0	0
