Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Emily Quizon	F	Jr	30	20	38	58	1.9333	4	7	1	0
Lorna Gifis	F	Sr	30	27	22	49	1.6333	6	10	0	1
Alison Graddock	F	So	28	12	16	28	1.0000	1	5	1	0
Karen Levin	D	Fr	28	6	22	28	1.0000	1	3	0	1
Shannon Tarrant	D	So	30	7	20	27	0.9000	2	2	0	0
Shannon Sylvester	F	So	29	6	16	22	0.7586	1	0	0	0
Emily McNamara	D	So	30	9	8	17	0.5667	2	1	1	0
Tory MacNeil	F	Fr	27	12	4	16	0.5926	1	4	0	0
Gloria Velez	F/D	Jr	28	7	7	14	0.5000	3	1	0	1
Abby Kurtz-Phelan	F	So	20	6	8	14	0.7000	1	2	0	0
Liz Yale-Loehr	F	Jr	25	6	8	14	0.5600	0	5	0	0
Lindsay Jones	F	Sr	29	5	7	12	0.4138	1	0	2	0
Tania Kenny	D	Fr	28	3	6	9	0.3214	0	1	0	0
Lacey Farrell	F	Fr	16	3	5	8	0.5000	1	0	0	0
Ellen Sargent	D	So	26	3	4	7	0.2692	1	1	0	0
Margaret MacDonald	D	Fr	28	3	3	6	0.2143	0	0	0	0
Jackie Cohen	D	Sr	24	1	5	6	0.2500	0	0	0	0
Gillian Paul	F	Fr	13	3	2	5	0.3846	0	0	0	0
Allison Liati	D	Sr	18	2	3	5	0.2778	1	0	0	0
Kerry Kiley	D	Fr	22	2	3	5	0.2273	0	0	0	0
Samantha Ritt	F	So	18	0	1	1	0.0556	0	0	0	0
Nina Daugherty	D	Fr	6	0	0	0	0.0000	0	0	0	0
Rose Babst	D	Sr	6	0	0	0	0.0000	0	0	0	0
Kate Kogut	G	Jr	24	0	0	0	0.0000	0	0	0	0
Abby Smith	G	Fr	2	0	0	0	0.0000	0	0	0	0
Angie Todd	G	Fr	6	0	0	0	0.0000	0	0	0	0
