Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Deana Wiegand	F	Jr	27	17	25	42	1.5556	3	4	1	0
Jill Nolan	F	Jr	21	23	15	38	1.8095	6	6	1	1
Mandy Finkle	F	Sr	27	10	18	28	1.0370	1	2	0	0
Stephanie Price	F	Jr	20	10	13	23	1.1500	1	1	1	1
Courtney Bills	F	Jr	27	10	8	18	0.6667	1	3	1	0
Ashley Kaufman	D	So	26	8	8	16	0.6154	3	3	0	0
Krystal Cummings	F	Fr	26	5	7	12	0.4615	1	1	0	0
Courtney Bank	D	Jr	27	4	8	12	0.4444	0	2	0	0
Kelli Vossler	D	Jr	27	0	8	8	0.2963	0	0	0	0
Sarah Pernak	F	Fr	26	3	4	7	0.2692	0	0	0	0
Samantha Rowan	F	Fr	24	3	4	7	0.2917	1	1	0	0
Kelly Bills	F	So	26	3	4	7	0.2692	0	0	0	0
Michelle Tesoro	D	Sr	26	2	5	7	0.2692	0	0	1	0
Amanda McDonnell	D	Fr	24	1	6	7	0.2917	0	0	0	0
Katie Moss	D	Jr	27	3	3	6	0.2222	0	0	0	0
Lindsay Pemble	F	Jr	25	1	4	5	0.2000	1	0	0	0
Laura Schnitker	D	So	26	1	4	5	0.1923	0	0	0	0
Niki Fletcher	F	Sr	20	0	4	4	0.2000	0	0	0	0
Sarah Kirby	D	Sr	18	3	0	3	0.1667	0	0	0	0
Amanda Todd	D	Fr	7	0	0	0	0.0000	0	0	0	0
Kristen MacDonald	D	Jr	8	0	0	0	0.0000	0	0	0	0
Erin Schinasi	D	Fr	1	0	0	0	0.0000	0	0	0	0
Stephanie Yates	G	Jr	22	0	0	0	0.0000	0	0	0	0
Alex Talbott	G	Jr	6	0	0	0	0.0000	0	0	0	0
