Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsay Parsons	F	So	23	23	22	45	1.9565	3	5	2	0
Melissa Pacitti	C	Jr	21	20	12	32	1.5238	2	4	3	0
Jill Gray	LW	Jr	23	11	14	25	1.0870	2	2	1	0
Gabrielle Ward	D	Jr	23	2	15	17	0.7391	0	0	0	0
Michelle Gressett	F	So	18	3	11	14	0.7778	1	1	1	0
Nichelle Simon	D	Jr	23	4	7	11	0.4783	0	1	1	0
Andrea Darch	W	Jr	23	2	9	11	0.4783	0	1	0	0
Kelly Haniuk	F	Fr	11	5	5	10	0.9091	0	1	0	0
Melissa Singleton	W	Jr	23	5	4	9	0.3913	0	0	0	0
Sarah Hannan	F	Sr	23	4	4	8	0.3478	1	0	0	0
Lauren McFoy	F	So	23	5	2	7	0.3043	0	0	0	0
Carrie Stoler	F	Fr	11	3	3	6	0.5455	1	1	0	0
Katie Neuman	F	Fr	22	2	3	5	0.2273	0	0	0	0
Kelly Ranstead	F	Fr	20	2	1	3	0.1500	1	0	0	0
Kim Porcelli	D	So	23	0	3	3	0.1304	0	0	0	0
Karen DiSantis	F	So	23	1	1	2	0.0870	1	0	0	0
Stephanie Cole	D	Fr	8	0	2	2	0.2500	0	0	0	0
Lauren Voran	G	So	16	0	1	1	0.0625	0	0	0	0
Sara Crowther			9	0	1	1	0.1111	0	0	0	0
Laura Montesano	F	Fr	7	0	0	0	0.0000	0	0	0	0
Melissa Sanfilippo	G	Jr	7	0	0	0	0.0000	0	0	0	0
Stephanie Szydlowski	D	Fr	16	0	0	0	0.0000	0	0	0	0
Amanda Harich	D	So	21	0	0	0	0.0000	0	0	0	0
Amanda Hopper	G	Fr	4	0	0	0	0.0000	0	0	0	0
