Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Colleen Baude	F	Sr	27	26	42	68	2.5185	1	1	7	0
Kasie Strong	F	Fr	27	21	35	56	2.0741	2	6	3	0
Jen Gorczynski	D	So	26	21	21	42	1.6154	6	4	0	0
Tina Bessette	F	So	24	25	15	40	1.6667	2	4	0	0
Jennie Nicholas	F	Sr	27	10	23	33	1.2222	2	5	1	0
Alysia Park	F	So	26	15	13	28	1.0769	2	1	0	0
Kendra Bredlau	F/D	Fr	26	13	13	26	1.0000	3	1	0	0
Erin Topley	F	Fr	27	11	13	24	0.8889	2	0	0	0
Perry Foster	D	So	26	7	10	17	0.6538	0	0	0	0
Erin Moran	F	Jr	19	6	7	13	0.6842	0	0	0	0
Aleta Mills	F	Fr	27	7	5	12	0.4444	1	1	0	1
Callie Iosue	F	Fr	22	4	7	11	0.5000	0	0	0	0
Marrick Jensen	F	Fr	26	2	7	9	0.3462	0	0	0	0
Julie Romans	D	Fr	27	2	7	9	0.3333	0	1	0	0
Chelsea Johnson	D	Fr	27	1	7	8	0.2963	0	0	0	0
Cora Cowley	G	Fr	11	0	4	4	0.3636	0	0	0	0
Elaine Vonderembse	G	Fr	25	0	3	3	0.1200	0	0	0	0
Brit Henniger			17	0	3	3	0.1765	0	0	0	0
Shira Katsir	F	Jr	3	1	1	2	0.6667	0	0	0	0
Katie Bailey	F	Sr	8	1	0	1	0.1250	0	0	0	0
Noel Nelson	D	Fr	12	1	0	1	0.0833	0	0	0	0
Beth Hampton	G	Fr	3	0	0	0	0.0000	0	0	0	0
Diane Bornkamp	G	Sr	6	0	0	0	0.0000	0	0	0	0
Kim Bailey	F	So	1	0	0	0	0.0000	0	0	0	0
Kadi Viise	D	Jr	4	0	0	0	0.0000	0	0	0	0
