Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Alysia Park	F	Sr	26	21	26	47	1.8077	6	6	1	1
Kendra Bredlau	F/D	Jr	26	17	14	31	1.1923	0	5	0	0
Jen Gorczynski	D	Sr	26	17	13	30	1.1538	4	3	1	0
Kasie Strong	F	Jr	25	8	15	23	0.9200	1	1	0	0
Nicole Gedney	F	So	26	9	11	20	0.7692	1	0	1	0
Sam Boscia	D	So	23	5	7	12	0.5217	0	2	0	0
Julie Romans	D	Jr	26	1	10	11	0.4231	0	1	0	0
Meghan Ericson			15	6	4	10	0.6667	2	1	0	0
Erin Topley	F	Jr	25	5	5	10	0.4000	1	1	0	0
Lindsay Latour	D	Fr	26	1	9	10	0.3846	0	0	0	0
Katie Bailey	F	Sr	24	4	5	9	0.3750	0	0	0	0
Chelsea Johnson	D	Jr	26	3	6	9	0.3462	0	1	0	0
Bridget Cleary	F	Fr	26	3	5	8	0.3077	0	0	0	0
Perry Foster	D	Sr	22	3	4	7	0.3182	1	0	0	0
Nicole Wisniewski	F	So	25	2	1	3	0.1200	0	0	0	0
Lauren Owens	F	Fr	23	1	2	3	0.1304	0	0	0	0
Ashley Lotito	F	Fr	12	0	3	3	0.2500	0	0	0	0
Kaley Ostanek	F/D	So	6	1	1	2	0.3333	0	0	0	0
Lisa Pietruszka	D	Sr	11	0	2	2	0.1818	0	0	0	0
Dana Wisniewski	F/D	So	25	0	1	1	0.0400	0	0	0	0
Dyane Bailey	D	So	3	0	1	1	0.3333	0	0	0	0
Jamie Marsden	D	So	8	0	0	0	0.0000	0	0	0	0
Elaine Vonderembse	G	Jr	22	0	0	0	0.0000	0	0	0	0
Nicki Werner	G	Fr	4	0	0	0	0.0000	0	0	0	0
Barb McElwee	G	So	3	0	0	0	0.0000	0	0	0	0
Joey Stoltzfus	F	So	12	0	0	0	0.0000	0	0	0	0
