Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Ally Tarr	F	Sr	36	11	21	32	0.8889	5	21	0	3	0	0
Sara Schmitt	D	Jr	36	7	21	28	0.7778	28	67	1	4	0	1
Danielle Gagne	F	Jr	37	10	13	23	0.6216	10	28	3	2	0	0
Kari Schmitt	D	Jr	35	9	14	23	0.6571	8	27	3	5	0	0
Taylor Kuehl	F	Jr	37	8	13	21	0.5676	14	28	2	5	0	0
Claudia Kepler	F	Fr	37	12	7	19	0.5135	16	40	0	2	1	0
Julia McKinnon	F	So	31	6	10	16	0.5161	20	59	3	2	0	0
Kendall Curtis	F	So	37	8	4	12	0.3243	3	6	3	1	0	0
Cara Zubko	D	So	35	2	5	7	0.2000	10	31	0	1	0	0
Kara Gust	D	So	37	0	6	6	0.1622	8	16	0	0	0	0
Melani Moylan	F	So	33	2	3	5	0.1515	9	29	0	0	0	0
Katie Matheny	F	Fr	22	3	1	4	0.1818	0	0	0	1	0	0
Annie Svedin	D	Sr	36	0	4	4	0.1111	8	27	0	0	0	0
Becky Allis	D	Sr	35	0	4	4	0.1143	10	31	0	0	0	0
Kayla Sullivan	F	Jr	36	2	1	3	0.0833	1	2	0	0	0	0
Breanne Grant	D	Fr	21	1	1	2	0.0952	5	10	0	0	0	0
Alexa Ranahan	D	Fr	35	1	0	1	0.0286	8	27	0	1	0	0
Madison Marcotte	D	Sr	36	0	1	1	0.0278	3	17	0	0	0	0
Hayley Studler	F	Fr	34	0	1	1	0.0294	12	35	0	0	0	0
Bryanna Neuwald	D	So	4	0	1	1	0.2500	0	0	0	0	0	0
Chelsea Knapp	G	Sr	13	0	0	0	0.0000	3	17	0	0	0	0
Lisa Steffes	G	Sr	26	0	0	0	0.0000	0	0	0	0	0	0
