Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Michelle Greeneway	F	Jr	24	18	12	30	1.2500	7	14	2	1	1	3
Morgan Pope	F	Sr	26	9	17	26	1.0000	5	10	3	4	0	0
Holly Lesperance	F	Jr	24	7	16	23	0.9583	14	28	2	1	1	0
Melissa Paluch	F	Jr	26	11	11	22	0.8462	2	4	1	4	0	0
Laura Reckdenwald	F	Sr	26	9	10	19	0.7308	3	6	3	3	0	0
Emily Wybo	F	Sr	26	8	10	18	0.6923	10	20	1	1	2	0
Alex Stensland	D	Jr	25	2	12	14	0.5600	5	10	0	2	0	0
Marissa Weber	F	Sr	26	9	4	13	0.5000	6	12	0	1	1	0
Allie Girard	F	So	22	8	4	12	0.5455	3	6	1	1	0	0
Kayla Griffith	D	Fr	26	2	10	12	0.4615	10	20	0	1	0	0
Erin Shamley	D/F	Sr	23	3	7	10	0.4348	5	10	0	3	0	0
Amanda Brunges	F	Fr	26	3	6	9	0.3462	1	2	0	0	0	0
Olivia Spellmire	F	Fr	26	1	5	6	0.2308	5	10	0	0	0	0
Leah Ebdon	F	Fr	25	2	1	3	0.1200	7	14	1	0	0	0
Caroline Campbell	D	Fr	19	1	1	2	0.1053	6	12	0	0	0	0
Melissa Bodine	D	Fr	26	1	1	2	0.0769	3	6	0	0	0	0
Torey Crown	D	Sr	19	0	2	2	0.1053	8	16	0	0	0	0
Taylor Kreiling	F	Fr	11	0	2	2	0.1818	0	0	0	0	0	0
Isabel Regine	F	So	21	1	0	1	0.0476	5	10	0	0	0	0
Allie Carter	G	Jr	17	0	0	0	0.0000	0	0	0	0	0	0
Casey Hartfiel	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
