Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cami Wooster	F	So	35	11	9	20	0.5714	2	4	0	1
Cara Wooster	F	So	36	10	9	19	0.5278	0	3	0	0
Melissa Jaques	F	Fr	36	8	8	16	0.4444	0	4	1	0
Samantha Bowers	F	Fr	35	8	4	12	0.3429	1	3	0	1
Jessica Kovacevich	D	Sr	36	1	7	8	0.2222	0	0	0	0
Elizabeth Funk	F	Sr	36	2	4	6	0.1667	1	1	0	0
Anne Girtz	F	Sr	36	1	5	6	0.1667	1	0	1	0
Randi Motsko	F	Fr	36	4	1	5	0.1389	1	1	0	0
Christey Allen	D	So	29	2	3	5	0.1724	1	2	0	0
Sarah Connelly	F/D	Jr	18	1	4	5	0.2778	0	1	0	0
Alyssa Johnson	F/D	Fr	33	0	5	5	0.1515	0	0	0	0
Christy Carlson	D	Fr	36	3	1	4	0.1111	0	0	0	0
Aynsley Allen	F	Sr	36	1	2	3	0.0833	0	1	0	0
Alexia Gagnon Laplante	F	Jr	35	1	2	3	0.0857	0	1	0	0
Casie Hanson	F/D	Fr	32	0	3	3	0.0938	0	0	0	0
Amber Hasbargen	G	Sr	28	0	0	0	0.0000	0	0	0	0
Meghan Hopps	F	Sr	35	0	0	0	0.0000	0	0	0	0
Laura Cecko	F	Sr	26	0	0	0	0.0000	0	0	0	0
Kari Gabrielson	G	Fr	1	0	0	0	0.0000	0	0	0	0
Meghan Mutrie	F	Sr	16	0	0	0	0.0000	0	0	0	0
Margaret-Ann Hinkley	G	Sr	15	0	0	0	0.0000	0	0	0	0
