Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cindy Lebel	F	So	26	17	21	38	1.4615	6	6	4	0
Kathleen Twomey	F	Fr	27	24	9	33	1.2222	4	3	2	0
Danielle Campbell	F	Sr	27	12	13	25	0.9259	2	4	0	0
Emily Lapworth	D	Sr	27	5	19	24	0.8889	1	1	0	0
Kendall Junta	F	Jr	26	10	12	22	0.8462	2	1	2	1
Brittany Kretzman	F	So	27	7	15	22	0.8148	0	6	0	0
Lindsay Snow	D	So	27	8	8	16	0.5926	1	3	0	0
Samantha Rowe	F	Fr	27	6	9	15	0.5556	0	2	0	0
Mollie Welch	D	So	27	7	5	12	0.4444	2	1	1	0
Arden Lyons	F/D	So	27	6	6	12	0.4444	0	1	0	0
Bevin Padgett	F	Jr	27	4	8	12	0.4444	0	1	0	0
Shellie Swan	F	So	27	5	6	11	0.4074	1	0	0	0
Rachel Cooke	F	So	27	2	6	8	0.2963	0	1	0	0
Maggie Dwyer	D	Fr	27	3	4	7	0.2593	0	1	0	0
Tiea Kurlowecz	F	So	25	2	2	4	0.1600	1	1	0	0
Ingrid Mintautas	F	So	20	1	3	4	0.2000	0	0	0	0
Jessica Tobin	D	So	22	1	2	3	0.1364	0	0	0	0
Kelsey Hunt	F	So	16	0	3	3	0.1875	0	0	0	0
Laura Farnsworth	F	Fr	6	0	2	2	0.3333	0	0	0	0
Jenna Brown	D	So	5	1	0	1	0.2000	0	0	0	0
Lauren Struzik	D	So	2	0	1	1	0.5000	0	0	0	0
Kerri Clarke	G	So	6	0	0	0	0.0000	0	0	0	0
Andrea Berlin	G	So	26	0	0	0	0.0000	0	0	0	0
Christine Keane	G	Fr	1	0	0	0	0.0000	0	0	0	0
Julia Messing	D	So	12	0	0	0	0.0000	0	0	0	0
