Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Ashley Wood	F	So	26	10	15	25	0.9615	2	3	0	0
Gigi Stender	F	Sr	25	10	9	19	0.7600	1	2	2	0
Caralyn Quan	F	Fr	25	9	9	18	0.7200	0	2	0	0
Annie Snodgrass	F	Sr	26	8	9	17	0.6538	2	2	0	0
Anna Condino	F	So	26	8	7	15	0.5769	0	1	0	0
Allie Morrow	F	Fr	25	7	6	13	0.5200	1	0	0	0
Abigail Taylor	F	So	26	5	7	12	0.4615	1	0	0	0
Taya Latham	F	So	26	2	9	11	0.4231	0	0	0	0
Rachel Barr	D	Jr	25	5	5	10	0.4000	3	2	0	0
Sarah Nowakowski	F	Fr	26	5	4	9	0.3462	0	2	0	0
Jackie Goff	F	Jr	26	3	6	9	0.3462	1	0	0	0
Jen Kim	D	So	26	2	6	8	0.3077	0	0	0	0
Ellissa Popoff	D	Jr	25	5	2	7	0.2800	2	2	0	0
Elspeth MacMillan	F	Fr	22	1	6	7	0.3182	1	0	0	0
Melissa Vandermyn	D	Jr	25	2	4	6	0.2400	0	0	0	0
Liz Hodgman	D	Sr	25	1	3	4	0.1600	0	0	0	0
Alessandra LaFiandra	F/D	Fr	25	2	1	3	0.1200	0	0	0	0
Wendy Stone	D	Sr	26	0	3	3	0.1154	0	0	0	0
Catherine Neckes	F	Fr	5	0	2	2	0.4000	0	0	0	0
Caroline Goodbody	F	Fr	7	0	1	1	0.1429	0	0	0	0
Kristin Sundet	G	Fr	15	0	0	0	0.0000	0	0	0	0
Denise McCulloch	G	Fr	15	0	0	0	0.0000	0	0	0	0
