Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Carrie Holldorf	F/D	So	33	8	17	25	0.7576	2	0	1	0
Melanie Pudsey	F	So	31	10	11	21	0.6774	1	4	0	0
Ashley Stewart	F	Fr	34	11	8	19	0.5588	4	3	0	1
Roxanne Stang	F	Jr	33	8	9	17	0.5152	1	4	0	0
Abby Cooper	F	Sr	34	8	5	13	0.3824	0	2	0	2
Erin McNamara	F	Sr	32	6	6	12	0.3750	0	4	0	0
Tina Ciraulo	D	So	33	5	7	12	0.3636	0	3	0	0
Kelly Stewart	D	Fr	34	3	9	12	0.3529	2	1	1	0
Kobi Kawamoto	D	Jr	27	3	9	12	0.4444	1	1	0	0
Katie Hauge	F	Fr	28	5	5	10	0.3571	0	0	0	0
Krista Simonson	F	Fr	34	4	6	10	0.2941	0	1	0	0
Jennifer Swanson	F	Sr	34	2	6	8	0.2353	0	0	0	0
Amanda Mathison	D	Sr	34	1	2	3	0.0882	0	0	0	0
Randie Jelinski	D	Fr	34	0	3	3	0.0882	0	0	0	0
Leanne Perrin	D	Jr	31	0	2	2	0.0645	0	0	0	0
Josefin Pettersson	F	Fr	13	1	0	1	0.0769	0	1	0	0
Laura Gieselman	G	Sr	23	0	1	1	0.0435	0	0	0	0
Calise Johnson	F	Fr	32	0	1	1	0.0313	0	0	0	0
Rachel Solgon	F	Fr	20	0	0	0	0.0000	0	0	0	0
Brie Anderson	G	Fr	13	0	0	0	0.0000	0	0	0	0
Ellen Brinkman	G	Jr	3	0	0	0	0.0000	0	0	0	0
Alison Ribar	F	Jr	10	0	0	0	0.0000	0	0	0	0
Nicki DelCastillo	F	So	26	0	0	0	0.0000	0	0	0	0
Brie Adams	D	Jr	18	0	0	0	0.0000	0	0	0	0
Gretchen Dahl	F	Fr	1	0	0	0	0.0000	0	0	0	0
