Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kennedy Ottenbreit	F	Sr	28	11	6	17	0.6071	6	12	2	3	0	0
Eleni Tebano	D	Sr	28	6	8	14	0.5000	6	20	3	1	0	0
Christina Rombaut	F	Fr	28	4	5	9	0.3214	5	10	0	1	0	0
Alyssa Baker	F	So	28	1	8	9	0.3214	10	20	0	0	0	0
Mackenzie St. Onge	F	Sr	28	2	5	7	0.2500	3	6	0	0	0	1
Emma Korbs	D	Sr	23	2	5	7	0.3043	7	14	0	2	0	0
Caroline Shaunessy	D	So	28	2	4	6	0.2143	11	22	0	1	0	0
Tess Bracken	D	So	25	1	4	5	0.2000	7	25	0	1	0	0
Bailee Brekke	D	Fr	28	2	2	4	0.1429	9	18	0	0	0	0
Hailey Noronha	D	Jr	28	1	3	4	0.1429	12	24	0	1	0	0
Cecilia Lopez	F	Fr	28	2	1	3	0.1071	9	18	1	0	0	0
Rose Falzone	F	Fr	26	2	0	2	0.0769	2	4	0	0	0	0
Morgan Turner	F	Jr	28	1	1	2	0.0714	8	16	0	0	0	1
Sydney Hill	D	Fr	28	0	2	2	0.0714	6	12	0	0	0	0
Devon Moir	F	Sr	27	0	2	2	0.0741	8	24	0	0	0	0
Brooke Ahbe	F	Jr	7	1	0	1	0.1429	3	6	1	0	0	0
Sabrina Huett	F	Fr	28	0	1	1	0.0357	2	4	0	0	0	0
Kate Landers	F	So	24	0	1	1	0.0417	3	6	0	0	0	0
Robyn Chemago	G	Sr	24	0	0	0	0.0000	3	6	0	0	0	0
Christie Honor	G	So	6	0	0	0	0.0000	0	0	0	0	0	0
Sara López-Wheeler	D	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
