Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Michelle Panella	F	Fr	24	14	13	27	1.1250	3	1	1	0
Kristina DeRita	F	Jr	24	1	9	10	0.4167	0	1	0	0
Jessica Felt	F	So	23	4	3	7	0.3043	0	1	0	0
Kylie Ammel	D	So	23	2	5	7	0.3043	0	0	1	0
Siobhan Russell	D	Jr	21	5	1	6	0.2857	2	0	0	0
Sarah Turbert	F	So	24	4	0	4	0.1667	0	2	0	0
Rebecca Gelinas	D	Sr	24	2	1	3	0.1250	0	1	0	0
Ashliegh Nyborg	D	So	22	1	2	3	0.1364	0	0	0	0
Nicole Farrelly	D	So	23	0	3	3	0.1304	0	0	0	0
Erin Barry	F	Fr	24	2	0	2	0.0833	1	1	0	0
Jane Auxier	D	So	23	0	2	2	0.0870	0	0	0	0
Erin Guertin	F	Fr	24	0	2	2	0.0833	0	0	0	0
Kathryn Preston	F	So	24	1	0	1	0.0417	0	0	0	0
Katherine Bibeau	F	Fr	22	0	1	1	0.0455	0	0	0	0
Tamara Flanagan	F	Jr	24	0	0	0	0.0000	0	0	0	0
Stacey Sheridan	D	Sr	1	0	0	0	0.0000	0	0	0	0
Kathleen Cummings	F	Fr	24	0	0	0	0.0000	0	0	0	0
Stephanie Boulay	G	Fr	20	0	0	0	0.0000	0	0	0	0
Colleen Jackson	D	So	22	0	0	0	0.0000	0	0	0	0
Renee Weeks	F	Sr	24	0	0	0	0.0000	0	0	0	0
Jennifer Barris	G	So	9	0	0	0	0.0000	0	0	0	0
