Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Laura Drew	F	Sr	25	8	9	17	0.6800	12	24	1	2	0	2
Niamh O'Connor	F	Sr	25	7	5	12	0.4800	3	6	2	3	0	0
Maggie Corbett	F	Sr	25	7	5	12	0.4800	6	12	1	3	0	0
Corey Temple	F	Sr	25	3	9	12	0.4800	14	28	2	2	0	0
Kaitlyn Ryan	F	Sr	25	2	9	11	0.4400	3	6	1	2	0	0
Sydney Carlucci	F	Jr	25	8	0	8	0.3200	9	18	1	0	0	0
Katie Gili	F	Sr	25	5	3	8	0.3200	1	2	1	3	0	0
Kianna Gutenmann	F	So	25	3	5	8	0.3200	0	0	0	0	0	0
Madison Fischl	D	Sr	25	1	7	8	0.3200	20	40	1	0	0	0
Charlie Calamari	D	Fr	24	3	4	7	0.2917	6	12	0	2	1	0
Stephanie Heresniak	D	Jr	25	2	2	4	0.1600	9	18	0	0	0	0
Josie Fletcher	F	Jr	25	1	2	3	0.1200	9	18	0	0	0	0
Ashley Terry	D	Jr	25	0	3	3	0.1200	9	18	0	0	0	0
Eva Kristof	F	Fr	13	2	0	2	0.1538	1	2	0	0	0	1
Emily Busta	F	So	14	1	0	1	0.0714	2	4	1	0	0	0
Richelle Skarbowski	D	Jr	16	0	1	1	0.0625	6	12	0	0	0	0
Jackie Richards	D	So	7	0	1	1	0.1429	1	2	0	0	0	0
Deanna Meunier	G	Sr	22	0	1	1	0.0455	2	4	0	0	0	0
Samantha Pippin	D	Fr	16	0	1	1	0.0625	0	0	0	0	0	0
Katy Kennedy	D	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Kelly Farinella	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Nadine de Nijs	F/D	So	21	0	0	0	0.0000	4	8	0	0	0	0
Makenzie Wright	D	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Taylor Arenz	D	Jr	14	0	0	0	0.0000	0	0	0	0	0	0
Victoria Gibson	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Lauryn Gillis	F	Sr	14	0	0	0	0.0000	0	0	0	0	0	0
