Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Andrea Peterson	D	Jr	29	18	30	48	1.6552	5	4	0	0
Kelly Crandall	F	Jr	29	14	33	47	1.6207	0	7	0	0
Margaret Dorer	D	So	29	10	28	38	1.3103	2	7	0	0
Molly Doyle	F	So	29	21	15	36	1.2414	3	6	0	0
Mari Gunderson	F	Fr	29	14	11	25	0.8621	1	2	0	0
Jenny Pusch	F	Fr	29	14	11	25	0.8621	1	4	0	0
Stefanie Ubl	D	So	25	9	11	20	0.8000	1	5	0	0
Liz Haakenson	D	Fr	29	3	17	20	0.6897	0	1	0	0
Abby Randall	D	Sr	29	7	12	19	0.6552	2	7	0	0
Jessica Doig	F	Fr	29	8	10	18	0.6207	1	3	0	0
Laura Vannelli	D	So	29	10	4	14	0.4828	2	0	0	0
Christine Wicker	F	Fr	29	4	9	13	0.4483	1	0	0	0
Brigitte Bartholdi	F	Fr	29	3	10	13	0.4483	0	0	1	0
Ingrid Neve	F	Jr	22	7	4	11	0.5000	1	1	1	0
Jaclyn DuFault	F	So	24	7	1	8	0.3333	1	6	0	0
Sarah Heinbigner	F	Fr	29	4	3	7	0.2414	1	0	1	0
Tanna Tuomie	F	Sr	5	0	1	1	0.2000	0	0	0	0
Marie Johnson	F	Fr	4	0	1	1	0.2500	0	0	0	0
Danny Blacker	D	So	29	0	1	1	0.0345	0	0	0	0
Ashley Walburn	D	Fr	9	0	1	1	0.1111	0	0	0	0
Annie Pearce	F	Fr	19	0	0	0	0.0000	0	0	0	0
Amanda Rosequist	G	Fr	10	0	0	0	0.0000	0	0	0	0
Danielle Koopman	G	So	6	0	0	0	0.0000	0	0	0	0
Kitty Hurley	G	Jr	21	0	0	0	0.0000	0	0	0	0
