Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Anna Richardson	F	Jr	23	9	8	17	0.7391	0	2	0	0
Lisa Bush	F	Fr	24	7	4	11	0.4583	1	3	0	0
Sarah Miller	F	So	23	5	6	11	0.4783	1	0	0	0
Kari Dykhoff	F/D	Jr	24	4	7	11	0.4583	1	1	0	0
Sarah Ladd	D	Jr	22	5	4	9	0.4091	0	0	0	0
Breana Berry	F		13	4	5	9	0.6923	0	0	0	0
Katie Ponsolle	F	So	23	3	6	9	0.3913	1	1	0	0
Beth Schiller	F/D	Fr	23	2	7	9	0.3913	0	1	0	0
Lisa Sullivan	F	So	13	5	3	8	0.6154	0	0	0	0
Amy Glaeser	F	So	24	4	4	8	0.3333	0	1	0	0
Susan Engel	F	So	14	2	5	7	0.5000	0	0	0	0
Liz Sieh	F	Fr	24	2	1	3	0.1250	0	0	0	0
Anne Sawyer	F	Jr	24	0	3	3	0.1250	0	0	0	0
Kiira Siitari	D	Fr	21	0	2	2	0.0952	0	0	0	0
Michelle Rezac	D	So	19	0	2	2	0.1053	0	0	0	0
Elizabeth Genzler	F	Fr	24	0	1	1	0.0417	0	0	0	0
Mary Weinauer	D	So	23	0	1	1	0.0435	0	0	0	0
Kate Hall	G	Jr	13	0	0	0	0.0000	0	0	0	0
Bethany Rosentreter	D	Fr	24	0	0	0	0.0000	0	0	0	0
Amanda Leisenheimer	G	Fr	3	0	0	0	0.0000	0	0	0	0
Nicole Schwartz	G	So	12	0	0	0	0.0000	0	0	0	0
Kelsey Robinson	G	Fr	2	0	0	0	0.0000	0	0	0	0
