Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Janet Hanson	F	So	21	7	2	9	0.4286	2	2	0	0
Caley Boyd	F/D	Jr	21	3	5	8	0.3810	0	0	1	0
Kyle Ridgway	D	So	21	5	2	7	0.3333	0	0	0	0
Beth Landes	F	So	20	0	6	6	0.3000	0	0	0	0
Christina Johnston	F	Sr	21	1	2	3	0.1429	0	0	0	0
Stacy Sifleet	D	So	20	1	2	3	0.1500	0	1	0	0
Stephanie Morgan	F	So	21	2	0	2	0.0952	0	0	0	0
Kelly McCall	F	So	18	1	1	2	0.1111	0	0	0	0
Natalie McEachern	D	Jr	21	1	1	2	0.0952	0	0	0	0
Katie Dubendorf	F	Jr	18	1	0	1	0.0556	1	0	0	0
Sarah Larusso	F	Jr	21	0	1	1	0.0476	0	0	0	0
Lindsey Sundberg	F	Jr	5	0	1	1	0.2000	0	0	0	0
Jessica Haney	F	Sr	14	0	1	1	0.0714	0	0	0	0
Katri Morley	D	Sr	19	0	1	1	0.0526	0	0	0	0
Chrissy Nevins-Herbert	G	So	2	0	0	0	0.0000	0	0	0	0
Anna Trafton	G	Sr	21	0	0	0	0.0000	0	0	0	0
Sarah Brand	D	So	4	0	0	0	0.0000	0	0	0	0
