Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelly McManus	F	Sr	32	18	16	34	1.0625	2	2	0	0
Alaina Clark	F	So	30	6	16	22	0.7333	1	0	0	0
Missy Barsz	F	Sr	32	10	7	17	0.5313	0	1	0	0
Thia Connolly	F	Jr	32	6	6	12	0.3750	1	0	0	0
Kaitlin McGrath	F	So	32	3	9	12	0.3750	0	0	0	1
Jaclyn Kryzak	F	Sr	31	5	5	10	0.3226	3	1	0	0
Kerri Sanders	F	Fr	27	5	4	9	0.3333	1	0	0	0
Genevieve Richardson	D	Jr	32	3	5	8	0.2500	1	0	0	0
Heidi Seidewand	F	Fr	32	3	3	6	0.1875	0	0	0	0
Renee Taylor	F	So	18	2	3	5	0.2778	0	0	0	0
Sarah Carlson	D	Fr	32	0	5	5	0.1563	0	0	0	0
Bronwen Kelly	F	Fr	19	2	2	4	0.2105	0	0	0	0
Jessica Tychsen	D	So	32	1	3	4	0.1250	0	0	0	0
Sarah Engwall	D	Jr	31	0	3	3	0.0968	0	0	0	0
Kathryn Chubrilo	F	Fr	29	0	2	2	0.0690	0	0	0	0
Sarah McGarrell	D	So	32	0	1	1	0.0313	0	0	0	0
Lindsey Bazzone	F	Fr	23	0	0	0	0.0000	0	0	0	0
Sharon VanTuyl	G	Sr	4	0	0	0	0.0000	0	0	0	0
Melissa Tower	F	Jr	3	0	0	0	0.0000	0	0	0	0
Heather Lane	F	Sr	1	0	0	0	0.0000	0	0	0	0
Heather Cohen	G	Jr	1	0	0	0	0.0000	0	0	0	0
Alli MacNally	D	Fr	27	0	0	0	0.0000	0	0	0	0
Lisa Davis	G	Fr	30	0	0	0	0.0000	0	0	0	0
Alexis Moed	F/D	Jr	30	0	0	0	0.0000	0	0	0	0
