Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Schultz	F	So	27	10	6	16	0.5926	1	0	0	0
Laura Suppes	F	Fr	27	8	8	16	0.5926	3	0	0	0
Martina Korinek	F	Fr	22	5	5	10	0.4545	1	2	1	0
Karen Hebert	F	Fr	24	4	6	10	0.4167	0	0	1	0
Tara Hayner	F/D	Fr	27	3	7	10	0.3704	0	1	0	0
Christa Hubert	F	Jr	17	3	5	8	0.4706	1	0	0	0
Connie Cameron	F	Sr	25	3	5	8	0.3200	1	1	0	0
Allison Campbell	D	Fr	26	4	2	6	0.2308	1	1	0	0
Claire Parda	F	So	25	3	3	6	0.2400	1	1	0	0
Crystal Wasem	D	So	27	2	3	5	0.1852	1	1	0	0
Megan Oswall	F	So	25	1	4	5	0.2000	0	0	0	0
Kristi Hawkinson	F	Jr	24	2	2	4	0.1667	0	0	0	0
Allison Timberg	D	Fr	27	2	1	3	0.1111	0	0	0	1
Amber Stevenson	F	Fr	24	2	0	2	0.0833	0	0	0	0
Sarah Kidd	F	Fr	21	1	1	2	0.0952	0	0	0	0
Sarah Zollars	F	Sr	24	1	1	2	0.0833	0	0	0	0
Megan Christoperson	F	Sr	27	1	0	1	0.0370	0	0	0	0
Laura Brackey	F	So	26	1	0	1	0.0385	0	0	0	0
Jessie Boyles	F	So	26	0	1	1	0.0385	0	0	0	0
Natalie Fish	G	Fr	3	0	0	0	0.0000	0	0	0	0
Sara Stienhoff	G	So	16	0	0	0	0.0000	0	0	0	0
Tara Berlute	G	Jr	15	0	0	0	0.0000	0	0	0	0
Melissa White	D	So	9	0	0	0	0.0000	0	0	0	0
