Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Bailey Larson	F	Fr	38	10	22	32	0.8421	5	10	1	3	2	2
Annika Zalewski	F	So	35	16	11	27	0.7714	9	18	2	5	0	0
Jessie Eldridge	F	Fr	38	9	18	27	0.7105	17	34	1	1	0	1
Breanne Wilson-Bennett	F	So	38	15	11	26	0.6842	10	20	4	4	1	0
Shae Labbe	F	Fr	38	11	15	26	0.6842	1	2	3	1	0	1
Megan Sullivan	F	So	38	16	9	25	0.6579	2	4	3	4	0	0
Lauren Wildfang	D	So	38	5	17	22	0.5789	9	18	1	1	0	0
Olivia Zafuto	D	Fr	38	7	14	21	0.5526	9	18	3	1	0	0
Shelby Perry	F	So	38	8	8	16	0.4211	6	12	2	4	0	0
Cat Quirion	D	Jr	38	3	9	12	0.3158	12	24	1	0	0	0
Nicole Gass	D	Sr	37	3	6	9	0.2432	17	34	1	1	0	0
Kaila Pinkney	D	So	38	1	5	6	0.1579	6	12	0	0	0	0
Hannah Rastrick	D	Jr	38	1	5	6	0.1579	9	18	0	0	0	0
Shannon Ormel	F	Fr	38	1	3	4	0.1053	5	10	0	0	0	0
Chelsea Jacques	D	Fr	34	0	3	3	0.0882	5	10	0	0	0	0
Kayla Haus	F	Jr	19	2	0	2	0.1053	3	6	0	0	0	0
Katelyn Parker	F	Sr	38	1	1	2	0.0526	5	10	0	0	0	0
Meghan Brennan	F	Jr	34	0	2	2	0.0588	6	12	0	0	0	0
Julia Vandyk	G	Fr	17	0	1	1	0.0588	0	0	0	0	0	0
Ellie DeCaprio	F	So	21	0	0	0	0.0000	6	12	0	0	0	0
Ashlynne Rando	G	Sr	22	0	0	0	0.0000	1	2	0	0	0	0
