Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Elise Nichols	F	Fr	34	12	8	20	0.5882	0	1	0	0
Meghan O'Connor	F	Fr	34	8	7	15	0.4412	2	3	1	0
Kelly Lannan	F	Fr	34	6	9	15	0.4412	1	2	0	0
Kate Gustafson	F	So	34	4	4	8	0.2353	1	2	0	0
Courtney Riepenhoff	F	Jr	32	3	4	7	0.2188	0	0	0	0
Brittany Stewart	D	Fr	31	1	5	6	0.1935	0	1	0	0
Kiersten Supina	F	Fr	34	2	3	5	0.1471	0	0	0	0
Katelyn Aitcheson	D	Fr	34	1	2	3	0.0882	0	1	0	0
Carli McNeill	D	Fr	34	0	3	3	0.0882	0	0	0	0
Jamie Laubisch	D	Jr	32	2	0	2	0.0625	0	1	0	0
Katie Monroe	D	Fr	33	0	2	2	0.0606	0	0	0	0
Hannah Baldwin	D	Jr	31	0	2	2	0.0645	0	0	0	0
Samantha Glover	D	So	24	0	1	1	0.0417	0	0	0	0
Jennifer Pike	F	Fr	34	0	1	1	0.0294	0	0	0	0
Meg Lloyd	D	So	34	0	1	1	0.0294	0	0	0	0
Amanda Hanson	G	Fr	17	0	0	0	0.0000	0	0	0	0
Erin Vehec	F	Jr	1	0	0	0	0.0000	0	0	0	0
Victoria Hoe	RW	Fr	5	0	0	0	0.0000	0	0	0	0
Dana Smullyan	G	So	11	0	0	0	0.0000	0	0	0	0
Lauren Carlson	G	Fr	16	0	0	0	0.0000	0	0	0	0
Alyssa Maloney	F	Jr	32	0	0	0	0.0000	0	0	0	0
