Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Weatherston	F	So	32	29	19	48	1.5000	5	11	0	3
Tiffany Hagge	F	So	34	21	26	47	1.3824	2	4	1	0
Cherie Piper	F	So	22	10	26	36	1.6364	3	1	0	0
Gillian Apps	F	So	23	22	13	35	1.5217	4	5	0	2
Sarah Clark	F	Sr	34	7	23	30	0.8824	2	0	0	0
Meagan Walton	F	Jr	30	10	16	26	0.8667	3	3	1	1
Louise Pietrangelo	D	Sr	32	3	23	26	0.8125	0	1	0	0
Danielle Grundy	F	Jr	34	9	10	19	0.5588	2	2	0	1
Lydia Wheatley	F	Sr	30	8	6	14	0.4667	1	2	0	0
Alana BreMiller	D	Jr	34	2	11	13	0.3824	0	0	0	0
Caroline Ethier	F	Fr	34	4	4	8	0.2353	0	1	0	0
Emily Nerland	D	So	34	2	5	7	0.2059	1	0	0	0
Lesley Reiart	D	Sr	34	1	6	7	0.2059	0	0	0	0
Meredith Batcheller	F/D	Fr	31	2	4	6	0.1935	0	2	0	0
Alex Zagaria	D	Jr	32	1	5	6	0.1875	1	0	0	0
Kirsti Anderson	D	Jr	34	0	5	5	0.1471	0	0	0	0
Krista Dornfried	F	Jr	30	3	0	3	0.1000	0	1	0	0
Christine Beauchemin	F	Fr	25	0	2	2	0.0800	0	0	0	0
Stephanie Cochran	G	So	15	0	0	0	0.0000	0	0	0	0
Christine Capuano	G	Fr	13	0	0	0	0.0000	0	0	0	0
Kate Lane	G	So	11	0	0	0	0.0000	0	0	0	0
