Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Pelkey	F	Jr	35	20	18	38	1.0857	10	20	2	7	1	1
Brittany Zuback	F	Jr	35	10	21	31	0.8857	13	26	3	2	0	1
Dayna Colang	D	So	34	11	15	26	0.7647	15	30	2	6	0	0
Victoria Andreakos	F	Fr	35	10	16	26	0.7429	13	26	2	5	0	1
Gina Repaci	D	Jr	34	3	13	16	0.4706	14	39	0	1	0	0
Ashley Salerno	D	Sr	34	1	12	13	0.3824	6	12	1	1	0	0
Sarah Campbell	D	Sr	27	3	9	12	0.4444	5	10	0	0	0	0
Delia McNally	F	Jr	35	6	5	11	0.3143	5	18	1	4	0	0
Bridget Baker	F	Fr	32	5	6	11	0.3438	10	20	1	0	0	1
Casey Leveillee	F	Fr	34	2	7	9	0.2647	13	26	1	0	0	0
Danielle Rancourt	F	Sr	35	3	4	7	0.2000	4	8	1	0	0	0
Kellie Dineen	F	Sr	35	2	5	7	0.2000	6	12	0	0	0	0
Breanne Sundquist	D	Sr	9	2	4	6	0.6667	2	4	1	0	0	1
Rachael Ade	D	Fr	31	1	5	6	0.1935	4	8	0	0	0	0
Klara Myrén	F	Jr	27	3	2	5	0.1852	5	10	1	1	0	0
Sarah Kelly	F	Fr	35	2	2	4	0.1143	11	22	1	0	0	0
Megan Dalbec	D	Sr	35	2	1	3	0.0857	17	34	0	0	0	0
Cassidy Campeau	F	Fr	33	1	1	2	0.0606	0	0	0	0	0	0
Greer Vogl	D	Jr	34	1	0	1	0.0294	2	4	0	0	0	0
Roxanne Douville	G	Sr	28	0	1	1	0.0357	1	2	0	0	0	0
Madison Litchfield	G	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
