Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Angela Kapus	F	Sr	26	19	35	54	2.0769	6	4	2	0
Amber Neil	D	Sr	26	20	10	30	1.1538	2	12	0	0
Lorna Gifis	F	So	24	15	15	30	1.2500	4	2	0	0
Jean Butler	F	Jr	26	10	19	29	1.1154	2	0	0	0
Emily Quizon	F	Fr	26	9	20	29	1.1154	1	2	0	0
Kristin Reid	F	Jr	26	14	14	28	1.0769	1	2	0	0
Erin Neil	D	Sr	20	9	14	23	1.1500	0	2	1	0
Liz Yale-Loehr	F	Fr	25	6	17	23	0.9200	0	0	0	0
Hannah Delong	F	Fr	24	10	9	19	0.7917	1	2	0	0
Audrey Pellerin	D	Sr	25	2	8	10	0.4000	2	0	0	0
Lindsay Jones	F	So	26	3	5	8	0.3077	0	1	0	0
Jackie Cohen	D	So	26	1	7	8	0.3077	0	0	0	0
Gloria Velez	F/D	Fr	21	3	4	7	0.3333	0	0	0	0
Heather Wende	D	Jr	21	1	6	7	0.3333	0	0	0	0
Molly Turco	D	Jr	26	1	6	7	0.2692	0	0	0	0
Jen Yerigan	D	Fr	26	2	4	6	0.2308	0	0	0	0
Elizabeth Johnston	F	Fr	25	1	2	3	0.1200	0	0	0	0
Allison Liati	D	So	26	1	1	2	0.0769	0	1	0	0
Kim Harding	D	Fr	9	0	1	1	0.1111	0	0	0	0
Kate Kogut	G	Fr	12	0	0	0	0.0000	0	0	0	0
Kati Madouros	G	Jr	15	0	0	0	0.0000	0	0	0	0
