Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kate Barnett	F	Jr	26	7	19	26	1.0000	1	0	1	0
Maria Richardson	F	Fr	26	12	13	25	0.9615	0	3	0	0
Sarah Ray	D	Sr	26	12	12	24	0.9231	2	6	0	0
Lindsay Weier	D	So	26	11	8	19	0.7308	1	7	0	0
Brit Schultheis	F	Jr	26	6	11	17	0.6538	2	1	0	0
Erin Baxter	F	Jr	26	6	5	11	0.4231	1	2	0	0
Kelsey Skogland	D	Fr	26	2	4	6	0.2308	0	1	0	0
Claire LeDuc	F	Fr	26	4	1	5	0.1923	2	0	0	0
Kayla Wente	F	Jr	26	3	2	5	0.1923	2	0	0	0
Kirsten Paulson	F	So	26	3	2	5	0.1923	0	0	0	0
Brittany Beck	F	Fr	25	2	2	4	0.1600	1	0	0	0
Kendra Ruff	D	So	26	1	1	2	0.0769	0	0	0	0
Jill Rowan	F	Fr	26	1	1	2	0.0769	1	0	0	0
Melissa Mueller	D	So	26	0	2	2	0.0769	0	0	0	0
Jennifer Welch	F	So	6	1	0	1	0.1667	0	1	0	0
Andra Curtis	F	So	25	0	1	1	0.0400	0	0	0	0
Theresa Nolan	D	Fr	23	0	1	1	0.0435	0	0	0	0
Jennifer Luke	F	Jr	7	0	0	0	0.0000	0	0	0	0
Robin Bland	F	Fr	24	0	0	0	0.0000	0	0	0	0
Kerry Rollwagen	G	Jr	13	0	0	0	0.0000	0	0	0	0
Andrea Smith	G	Jr	14	0	0	0	0.0000	0	0	0	0
