Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kelly Babstock	F	Jr	36	28	27	55	1.5278	20	40	4	4	3	4
Nicole Kosta	F	So	34	11	28	39	1.1471	4	8	1	2	1	0
Regan Boulton	D	Sr	36	6	24	30	0.8333	4	8	1	6	0	0
Erica Udén Johansson	F	Jr	34	11	14	25	0.7353	4	8	4	6	1	0
Brittany Lyons	F	Sr	36	16	6	22	0.6111	14	28	3	7	0	0
Nicole Connery	F	Fr	36	10	9	19	0.5278	15	30	2	1	0	0
Nicole Brown	F	Fr	36	6	9	15	0.4167	2	4	1	0	0	0
Cydney Roesler	D	Fr	36	0	9	9	0.2500	6	12	0	0	0	0
Felica Vieweg	D	Sr	36	4	4	8	0.2222	5	10	2	1	0	0
Amanda Colin	F	Jr	36	3	5	8	0.2222	9	18	1	1	0	0
Morgan Fritz-Ward	F	So	33	2	5	7	0.2121	2	4	0	1	0	0
Breann Frykas	F	Sr	20	3	3	6	0.3000	2	4	1	1	0	0
Shelby Wignall	D	Jr	36	2	3	5	0.1389	5	10	0	0	0	0
Kristen Tamberg	D	Fr	36	0	5	5	0.1389	5	10	0	0	0	0
Kristen Eklund	F	Sr	31	1	3	4	0.1290	2	4	0	0	0	0
Anna Borgfeldt	F	So	36	0	3	3	0.0833	1	2	0	0	0	0
Lindsey West	D	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Chelsea Laden	G	So	7	0	0	0	0.0000	0	0	0	0	0	0
Olivia Brackett	F	Jr	36	0	0	0	0.0000	0	0	0	0	0	0
Elena Orlando	F	Jr	14	0	0	0	0.0000	0	0	0	0	0	0
Olivia Agostinelli	F	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
Victoria Vigilanti	G	Sr	31	0	0	0	0.0000	0	0	0	0	0	0
