Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Susannah Brokl	F	So	27	19	20	39	1.4444	4	5	0	1
Lindsay Boeser	F	So	27	12	25	37	1.3704	3	0	1	0
Katie Bennett	F	So	27	17	6	23	0.8519	2	2	4	1
Lindsay Weier	D	Sr	27	8	13	21	0.7778	0	5	0	0
Janae Fabini	F	So	27	8	12	20	0.7407	2	5	0	0
Tessa Christensen	F	Fr	27	5	11	16	0.5926	0	0	0	0
Melissa Sailor	F	Fr	27	6	3	9	0.3333	1	2	0	0
Laura Wild	F	So	27	1	6	7	0.2593	0	1	0	0
Jessica Magnuson	D	Fr	26	3	3	6	0.2308	1	1	0	0
Melissa Mueller	D	Sr	27	2	4	6	0.2222	0	1	0	0
Claire LeDuc	F	Jr	26	1	5	6	0.2308	0	0	0	0
Kendra Ruff	D	Sr	25	0	3	3	0.1200	0	0	0	0
Kirsten Paulson	F	Sr	27	1	0	1	0.0370	0	1	0	0
Jessica Nash	F	So	23	1	0	1	0.0435	0	0	0	0
Emilie Midtling	D	So	17	0	1	1	0.0588	0	0	0	0
Theresa Nolan	D	Jr	21	0	1	1	0.0476	0	0	0	0
Elaine McKenna	G	Fr	1	0	0	0	0.0000	0	0	0	0
Amy Leach	F	Fr	14	0	0	0	0.0000	0	0	0	0
Emily Knutson	D	Jr	15	0	0	0	0.0000	0	0	0	0
Andra Curtis	F	Sr	14	0	0	0	0.0000	0	0	0	0
Jamie Comme	F	So	4	0	0	0	0.0000	0	0	0	0
Shannon Herrick	G	Fr	26	0	0	0	0.0000	0	0	0	0
Heidi Morse	D	So	27	0	0	0	0.0000	0	0	0	0
