Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Mary Cohen	D	So	23	2	10	12	0.5217	1	2	0	0
Jamie Overbeck	F	Jr	21	5	3	8	0.3810	2	3	0	0
Melissa Jeckovich	F	Fr	23	5	3	8	0.3478	0	2	0	0
Jessica Thieme	F	So	22	2	6	8	0.3636	0	0	0	0
Nicole Muszynski	F	Fr	11	3	4	7	0.6364	2	1	0	0
Amanda Uschold	F	Sr	23	5	1	6	0.2609	1	3	0	1
Samantha Simpson	D	Fr	23	3	3	6	0.2609	1	2	0	0
Abby Greenbaum	F	Fr	11	2	3	5	0.4545	0	1	1	0
Leah Eyerman	F	So	23	2	3	5	0.2174	0	0	0	0
Linda Mleczko	D	So	22	1	4	5	0.2273	0	0	0	0
Jackie Blanchard	F	So	23	1	4	5	0.2174	0	1	0	0
Sara Sharp	F	Fr	3	0	3	3	1.0000	0	0	0	0
Mal Nutting	D	Jr	22	1	1	2	0.0909	0	0	0	0
Kelsey Truran	D	Fr	23	1	1	2	0.0870	0	0	0	0
Desiree Berger	D	So	21	0	1	1	0.0476	0	0	0	0
Jennifer Trees	D	Sr	23	0	1	1	0.0435	0	0	0	0
Nicole Bennett	D	So	18	0	1	1	0.0556	0	0	0	0
Courtney Wagner	D	Jr	19	0	0	0	0.0000	0	0	0	0
Meredith Larsen	G	So	5	0	0	0	0.0000	0	0	0	0
Niki Cavillo	D	Fr	11	0	0	0	0.0000	0	0	0	0
Rachel Bennett	G	Sr	10	0	0	0	0.0000	0	0	0	0
Sarah Kelly	F	So	22	0	0	0	0.0000	0	0	0	0
Shannon Anesetti	G	So	11	0	0	0	0.0000	0	0	0	0
Nicole Jewell	D	Sr	2	0	0	0	0.0000	0	0	0	0
