Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Miye D'Oench	F	Sr	32	14	23	37	1.1563	6	12	2	3	1	1
Sydney Daniels	F	Jr	31	21	10	31	1.0000	7	14	4	2	1	2
Karly Heffernan	F	So	32	8	16	24	0.7500	8	16	2	0	0	1
Lexie Laing	F	So	31	6	12	18	0.5806	4	8	2	0	0	0
Grace Zarzecki	F	Fr	32	10	5	15	0.4688	6	12	3	2	0	0
Briana Mastel	D	Jr	32	3	9	12	0.3750	9	18	1	1	0	0
Michelle Picard	D	Sr	32	2	10	12	0.3750	7	14	0	2	0	0
Kaitlin Tse	D	Fr	32	1	10	11	0.3438	8	16	1	0	0	0
Haley Mullins	F	So	21	1	9	10	0.4762	4	8	1	0	0	0
Jessica Harvey	F	Sr	31	3	3	6	0.1935	3	6	0	1	0	0
Audrey Warner	F	Fr	32	2	4	6	0.1875	1	2	0	0	0	0
Kate Hallett	D	Fr	31	2	1	3	0.0968	0	0	0	0	0	0
Chelsea Ziadie	D	So	31	1	2	3	0.0968	5	10	0	0	0	0
Nikki Friesen	F	So	32	1	2	3	0.0938	3	6	1	1	0	0
Mary Parker	F	Sr	5	1	2	3	0.6000	2	4	0	1	0	0
Abigail Frazer	D	Jr	26	0	3	3	0.1154	6	12	0	0	0	0
Dani Krzyszczyk	F	So	18	1	1	2	0.1111	0	0	0	0	0	0
Bradley Fusco	F	Fr	32	1	1	2	0.0625	1	2	0	1	0	0
Natasha Rachlin	D	Jr	32	0	2	2	0.0625	6	12	0	0	0	0
Brianna Laing	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
Emerance Maschmeyer	G	Sr	26	0	0	0	0.0000	0	0	0	0	0	0
Molly Tissenbaum	G	Sr	3	0	0	0	0.0000	0	0	0	0	0	0
