Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Brianne Schmidt	F	Jr	29	9	9	18	0.6207	1	3	1	0
Brittany Forgues	F	Jr	29	7	9	16	0.5517	1	1	1	0
Caeleigh Beerworth	F	Jr	27	5	9	14	0.5185	0	0	0	0
Halina Kristalyn	F	Sr	29	6	3	9	0.3103	0	3	0	0
Emma Chipman	F	So	29	5	3	8	0.2759	0	2	1	0
Steph Ulrich	D	So	29	2	4	6	0.2069	0	1	0	0
Rebecca Flewelling	F	Fr	24	2	4	6	0.2500	1	0	0	0
Laura Danforth	F	Fr	27	1	5	6	0.2222	1	1	0	0
Miranda Callaghan	F	Jr	29	3	2	5	0.1724	0	0	0	0
Molly McDonald	D	Jr	26	1	3	4	0.1538	0	0	0	0
Beth DiBella	D	Jr	27	0	2	2	0.0741	0	0	0	0
Sarah Johnston	F	Jr	26	0	1	1	0.0385	0	0	0	0
Brianne Gilbert	F	So	29	0	1	1	0.0345	0	0	0	0
Melanie Jue	F/D	Fr	15	0	1	1	0.0667	0	0	0	0
Kelly McGinty	F/D	Fr	26	0	1	1	0.0385	0	0	0	0
Liz Zorn	F	Fr	27	0	1	1	0.0370	0	0	0	0
Beth Baronick	G	Sr	19	0	0	0	0.0000	0	0	0	0
Caroline Scott	F	Sr	27	0	0	0	0.0000	0	0	0	0
Lindsay Pegler	D	Jr	25	0	0	0	0.0000	0	0	0	0
Sarah McConnachie	G	Sr	2	0	0	0	0.0000	0	0	0	0
Lindsey Moschet	D	So	26	0	0	0	0.0000	0	0	0	0
Jenny Niesluchowski	G	Fr	12	0	0	0	0.0000	0	0	0	0
Gabby Mazade	F	Fr	2	0	0	0	0.0000	0	0	0	0
Megan Niewsluchowski	F	Fr	13	0	0	0	0.0000	0	0	0	0
