Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Ashley Ryan	F	Jr	28	15	28	43	1.5357	7	25	2	2	1	0
Tanis Lamoureux	F	Sr	28	13	25	38	1.3571	4	8	4	5	0	0
Ashton Hogan	F	Jr	28	17	14	31	1.1071	8	16	1	8	1	1
Brooke Wilgosh	D	Jr	28	8	20	28	1.0000	4	8	3	4	0	0
Cassidy Delainey	F	Jr	28	10	16	26	0.9286	2	4	3	2	1	0
Erin Weston	F	Jr	28	12	10	22	0.7857	5	10	1	0	0	1
Ella Stewart	D	Sr	28	4	9	13	0.4643	16	32	0	2	0	0
Johanna Eidensten	F	Fr	28	6	6	12	0.4286	3	6	2	2	0	0
Olivia Nyström	F	So	28	2	10	12	0.4286	12	24	1	0	0	0
Katie Gaskin	D	Sr	28	1	11	12	0.4286	8	16	0	1	0	0
Briana Saltstone	F	Sr	24	6	3	9	0.3750	5	10	1	0	0	0
Sydney Fischer	F	Fr	28	5	2	7	0.2500	9	18	2	0	0	0
Anna Tude	F	Fr	28	4	2	6	0.2143	2	4	0	3	0	0
Lindsay Burrows	D	Jr	25	0	6	6	0.2400	6	12	0	0	0	0
Phoebe Piku	D	So	23	2	2	4	0.1739	18	36	1	0	0	0
Jessica Prance	F	Fr	27	2	1	3	0.1111	6	12	0	0	0	0
McKenna Farole	D	So	26	0	3	3	0.1154	3	6	0	0	0	0
Jocelynne Hudgins	F/D	Sr	14	0	2	2	0.1429	1	2	0	0	0	0
Kyle Nelson	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Kierra Pietramala	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Marissa Mongillo	D	Jr	19	0	0	0	0.0000	2	4	0	0	0	0
Lisa Marshall	G	Sr	22	0	0	0	0.0000	0	0	0	0	0	0
