Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara Bauer	F	Sr	41	24	48	72	1.7561	6	7	3	1
Meghan Duggan	F	Fr	39	26	26	52	1.3333	3	8	1	1
Jinelle Zaugg	F	Jr	41	29	21	50	1.2195	8	10	2	1
Meaghan Mikkelson	D	Sr	41	11	38	49	1.1951	6	5	0	0
Erika Lawler	F	So	41	10	28	38	0.9268	3	1	0	0
Bobbi-Jo Slusar	D	Sr	39	11	22	33	0.8462	1	6	0	0
Angie Keseley	F	So	40	12	12	24	0.6000	1	4	2	0
Kyla Sanders	F	Fr	41	12	7	19	0.4634	4	4	0	0
Jasmine Giles	F	Fr	41	8	8	16	0.3902	2	3	1	0
Phoebe Monteleone	F	Sr	41	6	5	11	0.2683	0	1	0	0
Emily Kranz	F	Fr	41	5	5	10	0.2439	1	0	0	0
Kayla Hagen	F	So	41	3	7	10	0.2439	0	0	0	0
Emily Morris	D	Jr	41	0	9	9	0.2195	0	0	0	0
Tia Hanson	F	So	29	3	5	8	0.2759	0	0	0	1
Alycia Matthews	D	So	41	0	8	8	0.1951	0	0	0	0
Heidi Kletzien	F	Sr	41	3	4	7	0.1707	1	0	0	0
Rachel Bible	F	So	41	2	4	6	0.1463	0	0	0	0
Kristen Witting	D	Sr	24	1	4	5	0.2083	0	1	0	0
Jessie Vetter	G	Jr	24	0	2	2	0.0833	0	0	0	0
Alannah McCready	G	Fr	1	0	0	0	0.0000	0	0	0	0
Christine Dufour	G	Sr	17	0	0	0	0.0000	0	0	0	0
Mikka Nordby	D	Jr	32	0	0	0	0.0000	0	0	0	0
