Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meghan Agosta	F	Fr	35	38	36	74	2.1143	11	16	6	0
Valerie Chouinard	F	So	35	28	26	54	1.5429	2	17	2	1
Julia Colizza	F	Sr	37	13	35	48	1.2973	3	6	0	0
Stefanie Bourbeau	F	Sr	37	20	25	45	1.2162	5	8	1	0
Stephanie Jones	F	Jr	35	16	19	35	1.0000	4	4	0	0
Natalie Payne	D	So	37	4	23	27	0.7297	1	2	0	0
Ashley Pendleton	D	Sr	37	6	16	22	0.5946	0	2	0	0
Angelica Lorsell	F	Fr	37	7	13	20	0.5405	2	2	0	0
Melissa Dianoski	F	So	18	4	10	14	0.7778	1	2	0	0
Danielle Ayearst	D	Jr	37	2	9	11	0.2973	1	0	0	0
Jackie Jarrell	F	Jr	31	3	6	9	0.2903	0	0	0	0
Jill Nugent	D	Sr	37	1	7	8	0.2162	0	0	0	0
Kristen Erickson	F	Jr	36	3	4	7	0.1944	1	0	0	0
Michelle Bonello	D	Sr	35	1	6	7	0.2000	0	0	0	0
Lesley McArthur	D	Sr	36	3	3	6	0.1667	1	0	0	0
Sherilyn Fraser	F	Jr	35	2	4	6	0.1714	0	1	0	0
Alexandra Hoffmeyer	F	Fr	27	2	0	2	0.0741	0	0	0	0
Laura Hosier	G	Jr	32	0	1	1	0.0313	0	0	0	0
Katariina Soikkanen	D	Fr	28	0	1	1	0.0357	0	0	0	0
Nicole Nelson	G	So	1	0	0	0	0.0000	0	0	0	0
Johanna Malmstrom	D	Fr	28	0	0	0	0.0000	0	0	0	0
Courtney Drennen	G	So	7	0	0	0	0.0000	0	0	0	0
Sarah Kurth	F	Sr	24	0	0	0	0.0000	0	0	0	0
