Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Emma Wadsworth	F	Sr	25	10	4	14	0.5600	2	3	0	0
Jamie Overbeck	F	Fr	25	8	4	12	0.4800	1	3	1	0
Kim Costanzo	F	Sr	25	3	9	12	0.4800	0	1	0	0
Tara Ostempowski	F	So	25	4	6	10	0.4000	0	1	0	0
Janelle Schmitt	F	Sr	25	3	6	9	0.3600	0	1	0	0
Amanda Uschold	F	So	24	3	6	9	0.3750	0	2	0	0
Madeline Loftus	C	So	25	3	3	6	0.2400	0	0	0	0
Nicole Jewell	D	So	25	0	5	5	0.2000	0	0	0	0
Jennifer Trees	D	So	24	0	3	3	0.1250	0	0	0	0
Tami Clayton	F	Fr	25	2	0	2	0.0800	0	0	0	0
Carolyn Totaro	D	Sr	25	2	0	2	0.0800	0	0	0	0
Jennifer Downey	F	Sr	23	1	1	2	0.0870	1	1	0	0
Mal Nutting	D	Fr	25	1	1	2	0.0800	0	0	0	0
Arity Buckley	F	Jr	25	1	1	2	0.0800	0	0	0	0
Courtney Wagner	D	Fr	23	0	2	2	0.0870	0	0	0	0
Kristin Shumway	D	Fr	23	0	1	1	0.0435	0	0	0	0
Jessica DeCarlo	F	Sr	25	0	1	1	0.0400	0	0	0	0
Gina Koch	D	Fr	25	0	1	1	0.0400	0	0	0	0
Crissy Michalek	G	So	9	0	0	0	0.0000	0	0	0	0
Mary Keddie	G	Sr	19	0	0	0	0.0000	0	0	0	0
