Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amy Jack	F	Sr	34	8	14	22	0.6471	2	3	0	0
Chelsea Donovan	F	Jr	33	10	6	16	0.4848	2	0	0	2
Charde Hoyle-Levy	F	So	31	11	4	15	0.4839	2	3	3	0
Melanie Mills	F	Fr	32	6	7	13	0.4063	0	3	1	0
Candice Boyles	D	Jr	36	3	10	13	0.3611	2	1	0	0
Meagan Smith	F	Jr	34	9	2	11	0.3235	1	2	0	0
Lisa Agozzino	F	So	36	6	4	10	0.2778	1	1	0	0
Katie Sweeney	D	Sr	36	4	5	9	0.2500	1	1	0	0
Emilie Castonguay	F	Fr	36	2	7	9	0.2500	0	0	0	0
Kerri-Lynn O'Hara	D	Jr	36	0	8	8	0.2222	0	0	0	0
Katie Gray	F	Jr	36	2	5	7	0.1944	0	1	0	0
Meagan Bleiman	F	Jr	36	4	2	6	0.1667	0	0	0	0
Erin Toth	D	Sr	34	2	4	6	0.1765	0	0	0	0
Shannon Moulson	D	So	34	0	6	6	0.1765	0	0	0	0
Michelle Del Monte	F	Jr	30	1	4	5	0.1667	0	0	0	0
Jessica Clermont	D	Sr	36	1	3	4	0.1111	0	0	0	0
Sarah Boulanger	D	Sr	14	0	1	1	0.0714	0	0	0	0
Megan Keeter	G	So	1	0	0	0	0.0000	0	0	0	0
Allison Rutledge	G	Jr	33	0	0	0	0.0000	0	0	0	0
Nikki Rudy	G	So	6	0	0	0	0.0000	0	0	0	0
