Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Isabel Menard	F	Fr	35	15	22	37	1.0571	17	34	2	3	1	2
Julie Rising	F	Jr	36	16	15	31	0.8611	12	24	4	6	0	0
Stefanie Marty	F	Jr	29	16	15	31	1.0690	11	30	2	7	0	0
Holly Carrie-Mattimoe	F	Fr	34	9	18	27	0.7941	2	4	2	5	1	0
Lisa Mullan	F	So	36	11	8	19	0.5278	15	30	2	2	0	0
Brittaney Maschmeyer	D	Sr	36	2	16	18	0.5000	7	14	0	2	0	0
Megan Skelly	F	So	35	7	7	14	0.4000	21	42	1	2	0	0
Gabrielle Beaudry	D	Sr	36	2	9	11	0.3056	16	32	1	0	0	0
Janelle Malcolm	F	So	35	6	3	9	0.2571	12	24	2	2	0	1
Jessica Sorensen	D	Fr	35	3	5	8	0.2286	3	6	1	1	0	0
Erin Burns	D	Fr	32	2	5	7	0.2188	22	44	1	1	0	0
Kylie Klassen	F	So	36	2	3	5	0.1389	4	8	0	0	0	0
Kelsey Welch	F	Fr	35	1	2	3	0.0857	3	6	0	1	0	0
Kelly Dimmen	D	So	34	0	3	3	0.0882	3	6	0	0	0	0
Jacquie Greco	D	Fr	35	0	2	2	0.0571	0	0	0	0	0	0
Taylor Metcalfe	D	So	30	0	2	2	0.0667	5	10	0	0	0	0
Rebecca Gordon	F	Jr	35	0	2	2	0.0571	7	14	0	0	0	0
Lucy Schoedel	G	Sr	36	0	2	2	0.0556	1	2	0	0	0	0
Keeta Koalska	F	Jr	6	0	0	0	0.0000	0	0	0	0	0	0
Linnea Chruscielski			5	0	0	0	0.0000	0	0	0	0	0	0
Katelyn Bero	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Nicole Feltes	F	So	6	0	0	0	0.0000	0	0	0	0	0	0
Talia Menard	F	Fr	36	0	0	0	0.0000	3	6	0	0	0	0
Steph Jones	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
