Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Trunzo	F	So	34	22	20	42	1.2353	16	32	2	11	0	0
Jenna Cunningham	F	Jr	34	13	22	35	1.0294	15	30	3	3	0	0
Maggie Kennedy	F	Sr	34	10	25	35	1.0294	8	16	0	3	1	0
Sarah Parsons	F	Jr	30	17	15	32	1.0667	6	12	2	8	1	1
Shannon Bowman	F	Sr	34	9	20	29	0.8529	4	8	2	3	1	0
Reagan Fischer	F	Fr	34	15	11	26	0.7647	3	6	4	6	0	0
Sarah Newnam	D	Sr	34	9	17	26	0.7647	33	66	2	8	0	0
Julia Bronson	D	Sr	34	3	23	26	0.7647	10	20	1	1	0	0
Kelly Foley	F	Fr	34	12	13	25	0.7353	0	0	3	4	0	0
Sarah Toupal	F	Jr	33	3	9	12	0.3636	6	12	0	0	0	0
Katie Gray	D	Sr	34	3	7	10	0.2941	0	0	0	1	0	0
Marley McMillan	F	Sr	34	2	5	7	0.2059	8	16	0	1	0	0
Alyssa Boehm	F	So	33	4	1	5	0.1515	3	6	0	0	0	0
Moira Scanlon	F	Fr	23	3	2	5	0.2174	4	8	1	0	0	0
Geneva Kliman	D	Fr	31	0	4	4	0.1290	17	34	0	0	0	0
Katie Horner	D	So	23	0	2	2	0.0870	16	32	0	0	0	0
Sue Schmitz	D	Jr	25	0	2	2	0.0800	0	0	0	0	0	0
Larissa Roche	F	So	24	0	1	1	0.0417	0	0	0	0	0	0
Jenna Hobeika	F	Fr	9	0	1	1	0.1111	3	6	0	0	0	0
Carli Clemis	G	Sr	30	0	1	1	0.0333	0	0	0	0	0	0
Mariel Lacina	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
Brittany Mills	F	Fr	13	0	0	0	0.0000	1	2	0	0	0	0
Erica Dobos	F	Fr	28	0	0	0	0.0000	2	4	0	0	0	0
