Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tara Borawski	F	Fr	18	15	4	19	1.0556	2	0	0	0
Jessica Keeley	F	Fr	18	3	7	10	0.5556	0	0	0	0
Kristy Hadeka	F	So	12	7	2	9	0.7500	2	0	0	0
Elizabeth Goldsmith	F	Fr	18	1	8	9	0.5000	0	0	0	0
Katelyn Bowman	F	Sr	18	3	3	6	0.3333	0	1	1	0
Michelle O'Neil	F	So	18	1	4	5	0.2778	0	1	0	0
Victoria Fox	F	So	14	0	4	4	0.2857	0	0	0	0
Libby Jakes	D	So	18	1	1	2	0.1111	0	0	0	0
Leah Culver	D	Jr	8	0	2	2	0.2500	0	0	0	0
Sabra Carman	F	So	18	1	0	1	0.0556	0	1	0	0
Jillian Nelsen	F	Jr	18	0	1	1	0.0556	0	0	0	0
Courtney Bergh	G	Fr	4	0	0	0	0.0000	0	0	0	0
Shannon Lindgren	D	Fr	17	0	0	0	0.0000	0	0	0	0
Mimi MacKinnon	G	Jr	17	0	0	0	0.0000	0	0	0	0
Samantha Lee	F	Jr	7	0	0	0	0.0000	0	0	0	0
Lydia Ansen-Wilson	D	Fr	11	0	0	0	0.0000	0	0	0	0
Emily Ciccolo	F	Fr	18	0	0	0	0.0000	0	0	0	0
Sarah Shoukimas	F	Jr	12	0	0	0	0.0000	0	0	0	0
Emily Costello	D	Fr	16	0	0	0	0.0000	0	0	0	0
