Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Patty King	F	Jr	21	6	4	10	0.4762	8	16	1	1	1	1
Stephanie Kendrick	F/D	Jr	22	4	6	10	0.4545	14	28	0	1	0	0
Maggie Kinney	D	Sr	21	7	2	9	0.4286	30	60	0	2	0	0
Gretchen Leyendecker	F	Fr	22	4	5	9	0.4091	9	18	0	3	0	0
Ashley Davenport	F	Sr	22	4	3	7	0.3182	2	4	0	1	0	0
Ashley Rebeck	F	Fr	22	4	3	7	0.3182	4	8	0	0	0	0
Janae Coauette	F	So	22	3	4	7	0.3182	10	20	2	1	1	0
Abby Milton	F	Jr	22	2	4	6	0.2727	16	32	0	0	0	0
Holly Reinking	F	Fr	22	2	3	5	0.2273	2	4	1	2	0	0
Jackie Hoeft	F	Sr	22	1	4	5	0.2273	2	4	0	0	0	0
Michelle Eberhard	F	So	21	1	3	4	0.1905	2	4	0	0	0	0
Maggie Rothstein	D	Fr	22	0	4	4	0.1818	12	24	0	0	0	0
Amanda Trusty	F	Sr	22	1	2	3	0.1364	10	20	0	0	0	0
Andrea Selby	F	Jr	8	0	1	1	0.1250	4	8	0	0	0	0
Abby Kephart	D	So	19	0	1	1	0.0526	1	2	0	0	0	0
Amanda Plumm	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Abbie Helminen	G	Fr	13	0	0	0	0.0000	1	2	0	0	0	0
Brittany Peters	F	So	8	0	0	0	0.0000	0	0	0	0	0	0
Rachel Bulman	F	Sr	18	0	0	0	0.0000	1	2	0	0	0	0
Abby Olson	F	Fr	18	0	0	0	0.0000	0	0	0	0	0	0
Neva Widner	F	So	6	0	0	0	0.0000	2	4	0	0	0	0
Amanda Buchner	D	Fr	18	0	0	0	0.0000	1	2	0	0	0	0
Jamie Hollway	F		1	0	0	0	0.0000	0	0	0	0	0	0
Sarah Bancroft	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
