Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Melissa Pacitti	C	Fr	20	8	6	14	0.7000	0	2	0	0
Jill Gray	LW	Fr	9	3	5	8	0.8889	0	1	0	0
Andrea Darch	W	Fr	21	3	4	7	0.3333	0	1	0	0
Gabrielle Ward	D	Fr	21	3	4	7	0.3333	1	3	0	0
Melissa Singleton	W	Fr	21	3	0	3	0.1429	0	1	0	0
Katie Logan	W	Fr	21	2	1	3	0.1429	0	1	0	0
Jennifer DeJesus	W	Fr	16	0	3	3	0.1875	0	0	0	0
Mary Jane Klusman	D	Fr	18	1	1	2	0.1111	0	0	0	0
Sarah Hannan	F	So	21	0	2	2	0.0952	0	0	0	0
Fran Boyle	W	Fr	20	0	2	2	0.1000	0	0	0	0
Bridget Block	D	Jr	4	0	0	0	0.0000	0	0	0	0
Melissa Sanfilippo	G	Fr	13	0	0	0	0.0000	0	0	0	0
Abbie Wright	F	Fr	3	0	0	0	0.0000	0	0	0	0
Erika Provenzano	W	Fr	11	0	0	0	0.0000	0	0	0	0
Teresa Castagna	D	Fr	5	0	0	0	0.0000	0	0	0	0
Dena Culbertson	G	Fr	14	0	0	0	0.0000	0	0	0	0
