Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Molly Illikainen	F	Jr	37	10	9	19	0.5135	16	43	1	2	2	0
Audrey Hanmer	D	Sr	36	5	9	14	0.3889	23	46	1	0	1	1
Abby Ness	F	Sr	37	5	8	13	0.3514	7	14	2	1	1	1
Amanda Arbogast	F	Sr	37	4	5	9	0.2432	4	8	1	0	0	0
Lexi Slattery	D	Jr	36	4	4	8	0.2222	13	48	2	2	0	0
Payge Pena	F	So	37	4	3	7	0.1892	10	20	1	2	0	1
Lauren Hespenheide	F	So	37	4	2	6	0.1622	6	12	0	3	0	1
Alyssa Erickson	F	Fr	35	4	0	4	0.1143	4	8	0	1	0	0
Kelsey Saelens	F	So	34	2	2	4	0.1176	0	0	0	0	0	0
Vanessa Spataro	F	Jr	37	2	2	4	0.1081	7	14	0	1	0	0
Brittney Anderson	D	Fr	37	0	4	4	0.1081	7	14	0	0	0	0
Jenna Redford	D/F	Jr	36	1	2	3	0.0833	2	4	0	0	0	0
Christa Moody	D	So	37	0	3	3	0.0811	4	8	0	0	0	0
Alexandra Makaric	D	So	21	0	3	3	0.1429	15	30	0	0	0	0
Mackenize Johnson	F	Fr	31	0	2	2	0.0645	1	2	0	0	0	0
Emma Turbyville	D	Fr	25	0	1	1	0.0400	6	12	0	0	0	0
Hanna Brodt	F	Jr	37	0	1	1	0.0270	4	8	0	0	0	0
Kalli Funk	F	Sr	32	0	1	1	0.0313	11	22	0	0	0	0
Julie Friend	G	Sr	23	0	0	0	0.0000	0	0	0	0	0	0
Katie Fitzgerald	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
Caroline Markström	D	So	36	0	0	0	0.0000	12	24	0	0	0	0
